Unnamed: 0,address_subdivision,address_locality,address_line_2,h_id,price_per_m2,land_area,price,longitude,latitude,near_Koh_Pich_in_km,Koh_Pich_nearest,Koh_Pich_1_2km,Koh_Pich_2_3km,Koh_Pich_3_5km,Koh_Pich_5_10km,near_Russian_Market_in_km,Russian_Market_nearest,Russian_Market_1_2km,Russian_Market_2_3km,Russian_Market_3_5km,Russian_Market_5_10km,near_AEON_Mall_1_in_km,AEON_Mall_1_nearest,AEON_Mall_1_1_2km,AEON_Mall_1_2_3km,AEON_Mall_1_3_5km,AEON_Mall_1_5_10km,near_AEON_Mall_2_in_km,AEON_Mall_2_nearest,AEON_Mall_2_1_2km,AEON_Mall_2_2_3km,AEON_Mall_2_3_5km,AEON_Mall_2_5_10km,near_AEON_Mall_3_in_km,AEON_Mall_3_nearest,AEON_Mall_3_1_2km,AEON_Mall_3_2_3km,AEON_Mall_3_3_5km,AEON_Mall_3_5_10km,near_Bassac_Lane_in_km,Bassac_Lane_nearest,Bassac_Lane_1_2km,Bassac_Lane_2_3km,Bassac_Lane_3_5km,Bassac_Lane_5_10km,near_Koh_Norea_in_km,Koh_Norea_nearest,Koh_Norea_1_2km,Koh_Norea_2_3km,Koh_Norea_3_5km,Koh_Norea_5_10km,near_Camko_City_in_km,Camko_City_nearest,Camko_City_1_2km,Camko_City_2_3km,Camko_City_3_5km,Camko_City_5_10km,near_Olympic_Stadium_in_km,Olympic_Stadium_nearest,Olympic_Stadium_1_2km,Olympic_Stadium_2_3km,Olympic_Stadium_3_5km,Olympic_Stadium_5_10km,near_Phsar_Tmey_in_km,Phsar_Tmey_nearest,Phsar_Tmey_1_2km,Phsar_Tmey_2_3km,Phsar_Tmey_3_5km,Phsar_Tmey_5_10km,near_Boeng_Keng_Kang_1_in_km,Boeng_Keng_Kang_1_nearest,Boeng_Keng_Kang_1_1_2km,Boeng_Keng_Kang_1_2_3km,Boeng_Keng_Kang_1_3_5km,Boeng_Keng_Kang_1_5_10km,near_Wat_Phnom_in_km,Wat_Phnom_nearest,Wat_Phnom_1_2km,Wat_Phnom_2_3km,Wat_Phnom_3_5km,Wat_Phnom_5_10km,near_Chroy_Changvar_Bridge_in_km,Chroy_Changvar_Bridge_nearest,Chroy_Changvar_Bridge_1_2km,Chroy_Changvar_Bridge_2_3km,Chroy_Changvar_Bridge_3_5km,Chroy_Changvar_Bridge_5_10km,near_Vattanac_Tower_in_km,Vattanac_Tower_nearest,Vattanac_Tower_1_2km,Vattanac_Tower_2_3km,Vattanac_Tower_3_5km,Vattanac_Tower_5_10km,near_Royal_Palace_in_km,Royal_Palace_nearest,Royal_Palace_1_2km,Royal_Palace_2_3km,Royal_Palace_3_5km,Royal_Palace_5_10km,near_Sisowath_Riverside_Park_in_km,Sisowath_Riverside_Park_nearest,Sisowath_Riverside_Park_1_2km,Sisowath_Riverside_Park_2_3km,Sisowath_Riverside_Park_3_5km,Sisowath_Riverside_Park_5_10km,near_Phnom_Penh_Airport_in_km,Phnom_Penh_Airport_nearest,Phnom_Penh_Airport_1_2km,Phnom_Penh_Airport_2_3km,Phnom_Penh_Airport_3_5km,Phnom_Penh_Airport_5_10km
40,Phnom Penh,Chraoy Chongvar,Preaek Ta Sek,88658469dbfffff,2546.6,48,122236.8,104.90296635002744,11.634383120764298,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,1,0,16,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,4,0,0,0,1,0,8,0,0,0,0,1,7,0,0,0,0,1,9,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,11,0,0,0,0,0
41,Phnom Penh,Chamkar Mon,Tonle Basak,8865846a13fffff,4202.5,64,268960.0,104.9374121862677,11.541982309080868,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,8,0,0,0,0,1,6,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,7,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,1,0,1,0,0,0,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,10,0,0,0,0,0
42,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846ad5fffff,1149.39,34,39079.26,104.90057121226911,11.535045969276265,4,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,7,0,0,0,0,1,5,0,0,0,0,1,3,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,3,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,7,0,0,0,0,1
43,Phnom Penh,Pur SenChey,Kakab,8865846f53fffff,1247.34,32,39914.88,104.82307723619152,11.53833305954583,13,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,2,0,0,1,0,0
44,Phnom Penh,Chamkar Mon,Phsar Daeum Thkov,8865846135fffff,3213.27,84,269914.68,104.92444347332903,11.52061644442196,3,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,9,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,8,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,6,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,10,0,0,0,0,0
45,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846ab3fffff,1407.38,52,73183.76000000001,104.87972926017775,11.576846521300489,7,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,2,0,0,1,0,0,11,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,1,2,0,0,1,0,0,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1
46,Phnom Penh,Dangkao,Kong Noy,88658460c5fffff,110.71,72,7971.12,104.85403604782944,11.443132208551328,15,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,8,0,0,0,0,1,14,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,0,11,0,0,0,0,0
47,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a43fffff,1895.93,118,223719.74,104.9741998243698,11.530564387356998,4,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,12,0,0,0,0,0,8,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,11,0,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,15,0,0,0,0,0
48,Phnom Penh,Praek Pnov,Kouk Roka,8865846d59fffff,746.78,32,23896.96,104.80903314139672,11.590246875266851,15,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,8,0,0,0,0,1,16,0,0,0,0,0,13,0,0,0,0,0,16,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,1
49,Phnom Penh,Dangkao,Prey Veaeng,88658460adfffff,389.85,60,23391.0,104.84998476896092,11.47511739302993,13,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,7,0,0,0,0,1,12,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,1
50,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a03fffff,3966.54,64,253858.56,104.9587380852515,11.54794536722871,1,0,1,0,0,0,4,0,0,0,1,0,2,0,0,1,0,0,10,0,0,0,0,0,8,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,8,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,3,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,13,0,0,0,0,0
51,Phnom Penh,Mean Chey,Chak Angrae Kraom,886584616bfffff,489.53,50,24476.5,104.95235414822449,11.497519517882017,6,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,13,0,0,0,0,0,4,0,0,0,1,0,6,0,0,0,0,1,5,0,0,0,0,1,12,0,0,0,0,0,8,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,9,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,13,0,0,0,0,0
52,Phnom Penh,Dangkao,Preaek Kampues,886584600bfffff,1103.36,38,41927.67999999999,104.884703423898,11.433955795738836,14,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0,6,0,0,0,0,1,14,0,0,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0
53,Phnom Penh,Chamkar Mon,Tuol Tumpung Ti Pir,8865846ac7fffff,5580.91,30,167427.3,104.92024707093,11.545641606109555,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,7,0,0,0,0,1,6,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,9,0,0,0,0,1
54,Phnom Penh,Pur SenChey,Chaom Chau,8865846f5bfffff,727.81,74,53857.94,104.82485858764916,11.531299363591202,12,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,2,0,0,1,0,0
55,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a43fffff,1679.12,110,184703.2,104.97369203844757,11.532972461221815,4,0,0,0,1,0,6,0,0,0,0,1,4,0,0,0,1,0,12,0,0,0,0,0,8,0,0,0,0,1,5,0,0,0,0,1,2,0,0,1,0,0,11,0,0,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,14,0,0,0,0,0
56,Phnom Penh,Pur SenChey,Kakab,8865846f6bfffff,1347.61,66,88942.26,104.86262690486252,11.56260917705388,8,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,4,0,0,0,1,0,10,0,0,0,0,0,7,0,0,0,0,1,10,0,0,0,0,0,4,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,3,0,0,0,1,0
57,Phnom Penh,Chbar Ampov,Preaek Pra,8865846165fffff,2236.92,38,85002.96,104.96384540375465,11.51067638979351,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,13,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,1,3,0,0,0,1,0,12,0,0,0,0,0,8,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,14,0,0,0,0,0
58,Phnom Penh,Chamkar Mon,Tuol Svay Prey Ti Pir,8865846a8dfffff,1309.41,46,60232.86,104.91440346758417,11.549381606797104,3,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,1,7,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,5,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,2,0,0,1,0,0,2,0,0,1,0,0,8,0,0,0,0,1
59,Phnom Penh,Mean Chey,Chak Angrae Kraom,8865846105fffff,1958.49,90,176264.1,104.93877933044608,11.505447757534608,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,12,0,0,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,11,0,0,0,0,0,6,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,12,0,0,0,0,0
60,Phnom Penh,Dangkao,Dangkao,88658461c7fffff,1840.51,114,209818.14,104.87928640487549,11.494134894711069,9,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,11,0,0,0,0,0,4,0,0,0,1,0,8,0,0,0,0,1,9,0,0,0,0,1,11,0,0,0,0,0,8,0,0,0,0,1,9,0,0,0,0,1,7,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,7,0,0,0,0,1
61,Phnom Penh,Tuol Kouk,Tuek L'ak Ti Pir,8865846ab9fffff,1679.42,94,157865.48,104.8953151966644,11.558970492982455,5,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,4,0,0,0,1,0,8,0,0,0,0,1,3,0,0,0,1,0,6,0,0,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,2,0,0,1,0,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,4,0,0,0,1,0,6,0,0,0,0,1
62,Phnom Penh,Chbar Ampov,Nirouth,8865846a57fffff,2746.84,120,329620.80000000005,104.95449317691292,11.532268319913248,2,0,0,1,0,0,4,0,0,0,1,0,2,0,0,1,0,0,10,0,0,0,0,0,6,0,0,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,9,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,12,0,0,0,0,0
63,Phnom Penh,Dangkao,Dangkao,88658461e1fffff,2769.73,38,105249.74,104.88949157912867,11.506967664929393,7,0,0,0,0,1,4,0,0,0,1,0,6,0,0,0,0,1,10,0,0,0,0,0,3,0,0,0,1,0,6,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1
64,Phnom Penh,Pur SenChey,Chaom Chau,8865846f0bfffff,1759.12,40,70364.79999999999,104.83223936919111,11.550999549832516,11,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,7,0,0,0,0,1,11,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0
65,Phnom Penh,Doun Penh,Phsar Thmei Ti Pir,8865846ae7fffff,2980.09,88,262247.92000000004,104.9275812439492,11.572560642171323,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,5,0,0,0,0,1,9,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0
66,Phnom Penh,Pur SenChey,Trapeang Krasang,8865846c29fffff,330.09,32,10562.88,104.79137109193692,11.584036000703977,16,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,17,0,0,0,0,0,15,0,0,0,0,0,18,0,0,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,1
67,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a4bfffff,590.52,92,54327.84,104.97448690702709,11.51877692731112,5,0,0,0,0,1,7,0,0,0,0,1,5,0,0,0,0,1,13,0,0,0,0,0,7,0,0,0,0,1,6,0,0,0,0,1,3,0,0,0,1,0,12,0,0,0,0,0,8,0,0,0,0,1,8,0,0,0,0,1,6,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,7,0,0,0,0,1,15,0,0,0,0,0
68,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846ae5fffff,1549.61,46,71282.06,104.93251142417547,11.569310572685596,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,6,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0
69,Phnom Penh,Doun Penh,Phsar Thmei Ti Bei,8865846ae7fffff,3426.92,86,294715.12,104.92705124274744,11.56622644351809,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,6,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1
70,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f05fffff,917.5,74,67895.0,104.84687452638848,11.564555220622315,10,0,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,5,0,0,0,0,1,11,0,0,0,0,0,8,0,0,0,0,1,11,0,0,0,0,0,5,0,0,0,0,1,6,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,8,0,0,0,0,1,9,0,0,0,0,1,1,0,1,0,0,0
71,Phnom Penh,Mean Chey,Stueng Mean Chey,88658461a5fffff,2361.99,108,255094.92,104.88264820780272,11.537563062182995,6,0,0,0,0,1,3,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,3,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1
72,Phnom Penh,Chamkar Mon,Tumnob Tuek,8865846a89fffff,1663.6,48,79852.79999999999,104.91114201690094,11.542324495675958,3,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,7,0,0,0,0,1,6,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,8,0,0,0,0,1
73,Phnom Penh,Dangkao,Prey Veaeng,88658460a9fffff,835.45,90,75190.5,104.84266006546258,11.470127698241088,14,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,8,0,0,0,0,1,13,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,8,0,0,0,0,1
74,Phnom Penh,Pur SenChey,Samraong Kraom,8865846c29fffff,323.71,54,17480.34,104.78853690452672,11.576864520995482,16,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,17,0,0,0,0,0,15,0,0,0,0,0,18,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,1
75,Phnom Penh,Chbar Ampov,Kbal Kaoh,88658478bbfffff,272.11,82,22313.02,104.97214634678552,11.494877012914444,7,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,1,15,0,0,0,0,0,6,0,0,0,0,1,8,0,0,0,0,1,5,0,0,0,0,1,14,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,15,0,0,0,0,0
76,Phnom Penh,Pur SenChey,Chaom Chau,8865846f53fffff,1424.97,74,105447.78,104.8250210391021,11.539979470886667,12,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,1,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,1,0,1,0,0,0
77,Phnom Penh,Chraoy Chongvar,Bak Kaeng,886586a69bfffff,1150.93,108,124300.44,104.92144657039955,11.70007705814211,16,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,12,0,0,0,0,0,24,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,19,0,0,0,0,0
78,Phnom Penh,Pur SenChey,Trapeang Krasang,8865846f1bfffff,185.59,60,11135.4,104.81734060136208,11.551436316907694,13,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,1,13,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,2,0,0,1,0,0
79,Phnom Penh,Doun Penh,Srah Chak,8865846853fffff,1894.05,44,83338.2,104.9220015605188,11.587158158511093,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,11,0,0,0,0,0,3,0,0,0,1,0,5,0,0,0,0,1,3,0,0,0,1,0,3,0,0,0,1,0,1,0,1,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,10,0,0,0,0,0
80,Phnom Penh,Mean Chey,Chak Angrae Leu,886584613dfffff,2828.71,46,130120.66,104.92722474801089,11.517712569139986,4,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,0,10,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,1,0,4,0,0,0,1,0,9,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,3,0,0,0,1,0,6,0,0,0,0,1,7,0,0,0,0,1,6,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1,10,0,0,0,0,0
81,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846ab7fffff,2690.2,56,150651.19999999998,104.8837895361972,11.580757423686531,7,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,2,0,0,1,0,0,11,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,3,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1
82,Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Bei,8865846a8dfffff,2796.74,108,302047.92,104.91574551859436,11.551707383860853,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,6,0,0,0,0,1,7,0,0,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,5,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,3,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,8,0,0,0,0,1
83,Phnom Penh,Pur SenChey,Chaom Chau,8865846e6dfffff,749.63,32,23988.16,104.83707726140165,11.511059963901085,12,0,0,0,0,0,9,0,0,0,0,1,11,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,10,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,1,0
84,Phnom Penh,Tuol Kouk,Boeng Kak Ti Pir,8865846ab7fffff,1419.63,56,79499.28,104.88242929634428,11.578589343636835,7,0,0,0,0,1,5,0,0,0,0,1,6,0,0,0,0,1,2,0,0,1,0,0,11,0,0,0,0,0,5,0,0,0,0,1,8,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,5,0,0,0,0,1,4,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,1,0,5,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,1
85,Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Muoy,8865846aebfffff,3118.31,114,355487.34,104.92233636048005,11.548156431068604,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,7,0,0,0,0,1,7,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,6,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,9,0,0,0,0,1
