bedrooms,bathrooms,land_area,price_per_m2,n_cafe_in_1km,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_in_1km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,nearest_mart,n_mart_in_1km,n_mart_in_1km_to_2km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_in_1km_to_2km,n_pre_school_in_2km_to_3km,n_pre_school_in_3km_to_5km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_2km_to_3km,n_secondary_school_in_3km_to_5km,n_primary_school_in_1km,n_primary_school_in_1km_to_2km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,n_seven_eleven_in_2km_to_3km,n_seven_eleven_in_3km_to_5km,n_resturant_in_1km,n_resturant_in_1km_to_2km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,n_super_market_in_1km,n_super_market_in_1km_to_2km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_borey_in_1km_to_2km,n_borey_in_2km_to_3km,n_borey_in_3km_to_5km,n_bank_in_2km_to_3km,n_bank_in_3km_to_5km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,population,median_price_per_m2,mean_price_per_m2,max_price_per_m2,min_price_per_m2,category_name_Condo,category_name_Land/Development,category_name_Villa,price
0,0,4283,250,0,4,7,26,0,4,6,58,0,0,1,1,1,3,5,0,0,0,0,0,0,1,7,0,3,8,1,4,4,30,0,1,11,1,10,0,0,0,0,0,0,2,7,3,4,25,0,1,0,0,0,0,2,11389,521,613,1211,246,0,0,0,1070750
1,2,157,254,12,31,53,62,1,8,53,62,13,33,40,23,33,33,12,2,7,32,28,33,18,20,29,15,17,34,3,14,13,31,10,14,53,11,12,9,35,62,4,11,26,28,19,1,2,14,13,5,5,11,50,80,33,7658,2530,2764,8500,31,0,0,0,40000
0,0,10826,258,4,7,26,85,0,9,16,57,0,4,14,74,6,43,35,1,0,9,20,51,1,7,48,6,8,36,1,3,6,28,0,7,57,7,14,0,2,73,38,2,1,22,50,1,1,15,7,16,2,1,6,77,76,5029,1405,1694,3466,258,0,1,0,2800000
4,4,280,260,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,105,260,260,260,260,0,0,1,73000
0,0,1623,264,2,8,7,51,0,10,7,30,1,0,1,19,0,2,16,0,0,1,1,18,1,1,33,5,0,22,0,4,2,14,0,0,9,2,10,0,0,1,22,0,2,2,27,2,5,5,1,4,0,0,1,0,27,8223,1875,2100,6333,166,0,1,0,430000
0,2,300,266,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,0,0,80000
0,0,297,269,2,9,7,50,0,12,5,31,1,1,0,19,0,2,17,0,0,1,1,18,1,2,32,5,0,22,0,4,3,13,0,0,9,1,10,0,0,1,22,0,2,1,28,2,5,5,1,4,0,0,1,0,28,8223,1875,2100,6333,166,0,1,0,79900
0,0,100,270,0,2,3,11,0,3,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,2,0,0,1,1,4,0,0,0,0,0,0,0,2,3,2,19,0,0,0,0,0,0,0,1551,1548,1749,5902,180,0,0,0,27000
4,5,600,275,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,0,0,165000
3,3,200,275,0,6,6,15,1,8,9,36,0,0,0,1,2,2,7,0,0,0,0,1,0,0,5,0,2,7,0,4,3,15,0,0,8,3,5,0,0,0,0,0,0,0,5,3,1,14,0,0,0,0,0,0,1,2554,315,655,1973,110,0,0,1,55000
0,0,290,275,15,42,44,69,5,15,43,75,17,47,30,10,56,17,7,3,12,38,22,30,14,19,40,15,16,34,4,13,13,40,14,11,55,7,11,7,61,33,4,12,36,14,25,1,1,16,8,3,5,15,81,50,28,18149,2485,2756,6300,100,0,0,0,80000
0,0,10774,278,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,690,278,278,278,278,0,1,0,3000000
0,0,18777,279,0,4,6,40,0,2,5,51,0,0,1,2,0,0,5,0,0,0,0,5,0,0,21,1,3,16,0,1,2,16,0,1,2,0,12,0,0,1,5,0,0,1,14,2,1,17,1,3,0,0,1,0,8,2745,2777,2314,3702,279,0,0,0,5256000
0,0,1623,280,0,0,6,15,0,0,6,19,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,1,7,0,0,0,3,0,0,1,1,3,0,0,0,0,0,0,1,2,1,3,12,0,0,0,0,0,0,1,314,280,280,280,280,0,1,0,455000
0,0,641,280,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,1,0,180000
0,4,420,285,19,49,36,72,7,27,27,80,7,44,36,18,27,42,14,5,11,33,27,27,19,12,34,23,10,32,3,16,15,37,15,12,57,7,15,11,28,68,7,9,29,26,25,2,0,20,12,3,5,10,54,80,29,18149,2485,2756,6300,100,0,0,0,120000
0,2,80,287,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,0,0,23000
0,0,3200,295,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,1,0,944000
0,0,288,295,0,2,1,4,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,4,0,0,1,0,0,0,0,0,878,295,295,295,295,0,1,0,85000
0,0,200,300,6,27,37,87,0,17,26,63,4,20,54,30,40,12,15,2,7,25,17,53,5,18,60,14,17,32,0,9,10,33,8,10,64,4,20,35,49,18,16,4,23,26,34,0,4,10,11,6,2,24,68,47,36,5351,1728,2180,6461,25,0,1,0,60000
0,0,2100,300,2,2,2,42,2,9,6,42,0,0,0,5,0,0,2,0,0,0,0,6,0,0,15,1,1,17,1,0,5,21,1,1,11,1,10,0,0,0,7,1,0,0,13,5,9,24,0,1,0,0,0,0,11,3259,1478,1453,3888,230,0,1,0,630000
4,3,200,300,0,6,6,15,1,8,9,36,0,0,0,1,2,2,7,0,0,0,0,1,0,0,5,0,2,7,0,4,3,15,0,0,8,3,5,0,0,0,0,0,0,0,5,3,1,14,0,0,0,0,0,0,1,2554,315,655,1973,110,0,0,1,60000
0,0,5774,300,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,300,300,300,300,0,0,0,1732200
0,0,1415,300,0,6,6,15,1,8,9,36,0,0,0,1,2,2,7,0,0,0,0,1,0,0,5,0,2,7,0,4,3,15,0,0,8,3,5,0,0,0,0,0,0,0,5,3,1,14,0,0,0,0,0,0,1,2554,315,655,1973,110,0,1,0,424500
0,0,4346,300,2,2,2,42,2,9,6,42,0,0,0,5,0,0,2,0,0,0,0,6,0,0,15,1,1,17,1,0,5,21,1,1,11,1,10,0,0,0,7,1,0,0,13,5,9,24,0,1,0,0,0,0,11,3259,1478,1453,3888,230,0,1,0,1303800
0,0,4500,300,0,4,7,26,0,4,6,58,0,0,1,1,1,3,5,0,0,0,0,0,0,1,7,0,3,8,1,4,4,30,0,1,11,1,10,0,0,0,0,0,0,2,7,3,4,25,0,1,0,0,0,0,2,11389,521,613,1211,246,0,0,0,1350000
0,0,2550,300,0,10,36,56,2,6,14,42,0,1,9,61,2,9,55,1,0,1,7,53,4,18,29,4,9,27,3,3,5,23,1,5,18,11,12,0,1,12,67,0,4,10,53,6,4,9,3,10,0,0,0,16,91,11754,1842,1943,5537,250,0,1,0,765000
0,0,4835,300,2,8,6,16,6,10,12,30,0,0,0,4,1,4,9,0,0,0,0,1,2,0,8,3,1,10,2,5,5,18,0,4,14,1,3,0,0,0,0,0,2,0,6,5,1,7,0,2,0,0,0,1,3,2226,529,464,564,300,0,1,0,1450500
0,0,220,308,0,2,0,15,1,4,2,28,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,4,1,1,3,9,0,0,2,0,6,0,0,0,0,0,0,0,3,7,6,16,0,0,0,0,0,0,0,2310,1329,1382,2941,120,0,0,0,67800
4,3,200,315,0,6,6,15,1,8,9,36,0,0,0,1,2,2,7,0,0,0,0,1,0,0,5,0,2,7,0,4,3,15,0,0,8,3,5,0,0,0,0,0,0,0,5,3,1,14,0,0,0,0,0,0,1,2554,315,655,1973,110,0,0,1,63000
0,0,6255,320,2,2,2,42,2,9,6,42,0,0,0,5,0,0,2,0,0,0,0,6,0,0,15,1,1,17,1,0,5,21,1,1,11,1,10,0,0,0,7,1,0,0,13,5,9,24,0,1,0,0,0,0,11,3259,1478,1453,3888,230,0,1,0,2001600
0,0,2312,320,0,1,0,12,0,5,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,2,2,2,8,0,0,0,0,0,0,0,3031,346,346,372,320,0,1,0,740000
0,0,1144,323,1,0,0,11,1,1,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,2,1,1,9,0,0,0,0,0,0,0,2286,1184,1130,2168,323,0,1,0,370000
0,0,231,324,0,10,36,56,2,6,14,42,0,1,9,61,2,9,55,1,0,1,7,53,4,18,29,4,9,27,3,3,5,23,1,5,18,11,12,0,1,12,67,0,4,10,53,6,4,9,3,10,0,0,0,16,91,11754,1842,1943,5537,250,0,1,0,75000
0,0,10100,325,3,13,24,59,4,26,23,82,1,0,5,26,1,6,8,0,1,2,3,34,5,19,27,7,9,24,1,5,20,34,14,25,41,7,8,0,0,2,3,1,6,8,22,2,9,15,2,9,0,1,2,6,31,3626,1376,1427,3658,203,0,1,0,3282500
0,0,850,329,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,1,0,280000
0,0,1700,330,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,1,0,561000
0,0,5200,330,0,10,36,56,2,6,14,42,0,1,9,61,2,9,55,1,0,1,7,53,4,18,29,4,9,27,3,3,5,23,1,5,18,11,12,0,1,12,67,0,4,10,53,6,4,9,3,10,0,0,0,16,91,11754,1842,1943,5537,250,0,1,0,1716000
0,0,542,341,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1681,341,341,341,341,0,0,1,185000
3,3,1340,343,0,0,6,8,0,4,3,13,0,0,1,1,0,0,0,0,0,0,0,1,0,1,3,0,0,5,0,0,0,4,0,1,0,2,2,0,0,0,0,0,0,0,2,3,7,2,0,0,0,0,0,0,1,2020,600,600,857,343,0,0,1,460000
2,2,160,343,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,0,0,55000
3,3,200,347,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,499,871,871,1395,347,0,0,1,69500
0,0,1221,350,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,1,0,427350
0,0,888,350,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,1,0,310800
6,4,260,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,657,357,357,357,357,0,0,0,93000
4,5,423,359,0,0,0,2,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1068,359,359,359,359,0,0,1,152000
0,0,2946,360,0,0,0,9,0,2,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,1135,360,360,360,360,0,1,0,1060560
0,0,7111,360,0,10,36,56,2,6,14,42,0,1,9,61,2,9,55,1,0,1,7,53,4,18,29,4,9,27,3,3,5,23,1,5,18,11,12,0,1,12,67,0,4,10,53,6,4,9,3,10,0,0,0,16,91,11754,1842,1943,5537,250,0,0,0,2559960
8,9,2625,361,2,9,7,50,0,12,5,31,1,1,0,19,0,2,17,0,0,1,1,18,1,2,32,5,0,22,0,4,3,13,0,0,9,1,10,0,0,1,22,0,2,1,28,2,5,5,1,4,0,0,1,0,28,8223,1875,2100,6333,166,0,0,1,950000
0,0,5080,370,0,1,5,9,0,3,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,3,0,0,1,2,3,0,0,0,0,0,0,1,0,3,3,23,1,0,0,0,0,0,0,1076,1003,1003,1637,370,0,1,0,1879600
7,8,1620,370,16,44,33,80,8,25,28,79,6,38,43,24,8,39,37,2,10,23,31,35,28,11,35,20,25,23,4,13,22,36,11,16,65,6,15,6,25,31,58,7,28,27,26,3,2,23,10,5,2,7,37,59,72,23239,2343,2717,6465,30,0,0,0,600000
7,6,1620,370,9,44,42,77,12,27,35,71,5,45,40,21,6,43,38,4,13,21,33,32,25,20,31,17,28,24,6,18,19,36,13,22,60,8,12,5,24,36,54,7,28,30,30,3,2,18,9,5,2,5,44,63,66,23239,2343,2717,6465,30,0,0,0,600000
0,0,1878,372,0,1,0,11,2,2,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,2,3,1,8,0,0,0,0,0,0,0,3031,346,346,372,320,0,1,0,700000
4,3,200,375,0,6,6,15,1,8,9,36,0,0,0,1,2,2,7,0,0,0,0,1,0,0,5,0,2,7,0,4,3,15,0,0,8,3,5,0,0,0,0,0,0,0,5,3,1,14,0,0,0,0,0,0,1,2554,315,655,1973,110,0,0,1,75000
0,0,192,377,0,1,7,24,1,5,11,42,0,0,0,1,1,0,9,0,0,0,0,2,1,1,7,0,3,7,0,1,5,10,0,1,9,2,5,0,0,0,0,1,0,1,5,5,6,3,0,1,0,0,0,0,3,851,1100,1100,1822,377,0,0,1,72500
0,0,600,379,0,2,3,11,0,3,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,2,0,0,1,1,4,0,0,0,0,0,0,0,2,3,2,19,0,0,0,0,0,0,0,1551,1548,1749,5902,180,0,1,0,227500
0,0,293,380,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,1,0,111340
0,0,469,383,0,6,13,62,2,2,8,28,0,1,2,56,0,4,70,0,0,1,4,51,1,2,37,0,4,28,0,0,1,21,0,2,14,1,14,0,0,0,110,0,0,5,50,2,2,10,0,15,0,0,0,4,113,22,1077,1822,6250,383,0,1,0,180000
2,2,168,386,4,3,5,26,1,9,15,40,0,0,0,5,1,5,5,0,0,0,0,1,0,3,4,0,7,3,0,5,12,23,0,4,16,2,7,0,0,0,0,0,0,1,9,1,4,21,0,1,0,0,0,1,2,2329,386,386,386,386,0,0,1,65000
4,5,542,387,0,2,0,15,1,4,2,28,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,4,1,1,3,9,0,0,2,0,6,0,0,0,0,0,0,0,3,7,6,16,0,0,0,0,0,0,0,2310,1329,1382,2941,120,0,0,0,210000
0,0,2019,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,390,390,390,390,0,0,0,787410
4,4,200,395,0,0,1,7,0,3,3,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,7,0,0,0,1,3,0,0,0,0,0,0,0,2,0,3,7,0,0,0,0,0,0,0,2809,657,731,1217,395,0,0,1,79000
6,6,1388,396,11,31,45,77,14,21,26,82,11,49,23,21,36,15,9,2,12,29,39,27,12,35,44,22,22,30,2,13,20,28,11,40,46,8,17,42,47,19,8,13,28,26,30,1,4,11,8,5,14,37,77,27,31,16252,2131,2596,8870,66,0,0,0,550000
6,7,640,398,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,255000
0,0,3000,400,0,6,13,62,2,2,8,28,0,1,2,56,0,4,70,0,0,1,4,51,1,2,37,0,4,28,0,0,1,21,0,2,14,1,14,0,0,0,110,0,0,5,50,2,2,10,0,15,0,0,0,4,113,22,1077,1822,6250,383,0,1,0,1200000
0,0,41000,400,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,1,0,16400000
0,0,855,400,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,1,0,342000
0,0,700,400,3,9,6,28,9,10,17,45,0,0,0,7,3,3,8,0,0,0,1,7,1,3,10,4,3,11,4,7,4,25,4,4,29,2,5,0,0,0,0,0,1,3,11,6,2,20,0,2,0,0,1,0,7,5105,1090,959,1388,400,0,0,0,280000
0,0,5195,400,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,1,0,2078059
0,0,360,402,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,12,0,0,0,0,0,0,0,1304,402,402,402,402,0,1,0,145000
5,4,720,416,0,3,3,12,2,5,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,1,0,11,0,1,1,0,3,0,0,0,0,0,1,0,3,6,6,26,0,1,0,0,0,0,0,1386,416,577,1322,151,0,0,0,300000
0,0,1440,416,0,10,36,56,2,6,14,42,0,1,9,61,2,9,55,1,0,1,7,53,4,18,29,4,9,27,3,3,5,23,1,5,18,11,12,0,1,12,67,0,4,10,53,6,4,9,3,10,0,0,0,16,91,11754,1842,1943,5537,250,0,0,0,600000
5,4,719,417,0,4,2,16,2,5,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,0,1,0,14,0,1,3,0,5,0,0,0,0,0,1,0,3,6,6,22,0,1,0,0,0,0,0,1386,416,577,1322,151,0,0,1,300000
0,0,1188,420,0,4,7,17,0,3,7,15,0,1,1,2,0,0,5,0,0,0,0,4,1,2,3,1,1,6,0,0,1,6,0,1,1,3,1,0,0,0,1,0,0,2,5,7,3,5,0,1,0,0,0,0,3,1099,1666,1295,2240,229,0,1,0,500000
3,4,280,427,0,2,3,11,0,3,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,2,0,0,1,1,4,0,0,0,0,0,0,0,2,3,2,19,0,0,0,0,0,0,0,1551,1548,1749,5902,180,0,0,1,120000
0,0,1024,429,3,19,29,86,2,10,26,71,0,12,24,67,15,47,22,1,2,15,22,58,3,11,60,9,13,35,2,4,6,37,5,7,70,9,17,0,32,52,29,2,3,27,47,1,1,15,9,14,2,3,35,70,60,11327,1762,1961,6160,170,0,1,0,440000
2,1,81,432,0,0,0,3,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,537,432,432,432,432,0,0,0,35000
0,0,252,436,2,9,7,50,0,12,5,31,1,1,0,19,0,2,17,0,0,1,1,18,1,2,32,5,0,22,0,4,3,13,0,0,9,1,10,0,0,1,22,0,2,1,28,2,5,5,1,4,0,0,1,0,28,8223,1875,2100,6333,166,0,1,0,110000
0,0,251,438,0,2,3,10,0,2,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,2,3,2,18,0,0,0,0,0,0,0,520,438,438,438,438,0,1,0,110000
0,0,189,439,21,38,46,65,6,21,38,78,19,54,17,10,21,8,7,9,18,26,35,22,17,25,48,17,21,28,3,8,23,34,8,35,49,11,13,70,25,5,8,18,27,17,25,2,2,8,5,3,21,76,40,26,22,28799,2196,2420,6451,439,0,0,0,83000
0,0,5417,443,0,10,36,56,2,6,14,42,0,1,9,61,2,9,55,1,0,1,7,53,4,18,29,4,9,27,3,3,5,23,1,5,18,11,12,0,1,12,67,0,4,10,53,6,4,9,3,10,0,0,0,16,91,11754,1842,1943,5537,250,0,1,0,2400000
3,2,112,446,6,25,33,89,9,24,21,72,0,11,20,77,2,7,73,0,2,12,26,50,15,20,31,9,9,40,2,11,18,41,9,13,71,5,17,1,5,13,95,5,7,20,57,2,9,13,8,15,1,3,10,19,133,24762,1811,2150,6400,446,1,0,0,49999
0,0,390,450,7,14,21,107,4,27,29,112,1,3,7,67,4,5,27,0,0,5,19,43,10,19,43,6,16,38,3,12,23,42,30,36,28,7,21,0,0,2,23,3,6,11,49,6,5,25,0,21,0,1,6,9,89,16032,1899,1979,5922,450,0,1,0,175500
0,0,1063,450,0,10,36,56,2,6,14,42,0,1,9,61,2,9,55,1,0,1,7,53,4,18,29,4,9,27,3,3,5,23,1,5,18,11,12,0,1,12,67,0,4,10,53,6,4,9,3,10,0,0,0,16,91,11754,1842,1943,5537,250,0,1,0,478350
0,0,1800,450,1,2,8,18,3,1,5,21,0,1,0,1,0,0,3,0,0,0,0,2,0,1,5,3,2,6,0,0,2,6,0,0,1,2,2,0,0,0,1,1,0,0,3,2,6,7,0,2,0,0,1,0,1,5084,450,450,450,450,0,0,0,810000
0,0,36,450,2,9,7,50,0,12,5,31,1,1,0,19,0,2,17,0,0,1,1,18,1,2,32,5,0,22,0,4,3,13,0,0,9,1,10,0,0,1,22,0,2,1,28,2,5,5,1,4,0,0,1,0,28,8223,1875,2100,6333,166,0,1,0,16200
0,0,384,450,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,1,0,172800
4,5,200,450,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,0,0,90000
0,0,2000,450,1,0,0,11,1,1,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,2,1,2,8,0,0,0,0,0,0,0,2286,1184,1130,2168,323,0,1,0,900000
1,1,35,450,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,0,0,15750
0,0,3000,450,2,2,2,42,2,9,6,42,0,0,0,5,0,0,2,0,0,0,0,6,0,0,15,1,1,17,1,0,5,21,1,1,11,1,10,0,0,0,7,1,0,0,13,5,9,24,0,1,0,0,0,0,11,3259,1478,1453,3888,230,0,1,0,1350000
0,0,990,450,7,14,21,107,4,27,29,112,1,3,7,67,4,5,27,0,0,5,19,43,10,19,43,6,16,38,3,12,23,42,30,36,28,7,21,0,0,2,23,3,6,11,49,6,5,25,0,21,0,1,6,9,89,16032,1899,1979,5922,450,0,1,0,445500
0,0,1220,450,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,1,0,550000
3,4,229,457,0,10,36,56,2,6,14,42,0,1,9,61,2,9,55,1,0,1,7,53,4,18,29,4,9,27,3,3,5,23,1,5,18,11,12,0,1,12,67,0,4,10,53,6,4,9,3,10,0,0,0,16,91,11754,1842,1943,5537,250,0,0,1,105000
0,0,348,459,0,1,3,11,0,2,4,18,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1,1,10,0,1,0,0,0,0,0,1383,459,459,459,459,0,1,0,160000
0,0,1412,460,2,4,9,40,5,7,10,54,0,0,0,7,2,1,9,0,0,0,1,7,2,4,23,3,6,9,1,1,10,20,1,1,39,2,7,0,0,0,2,0,2,1,15,5,3,13,0,3,0,0,0,2,8,2842,460,460,460,460,0,1,0,650000
