Unnamed: 0,id,price_display,bedrooms,bathrooms,land_area,information,address_subdivision,address_locality,address_line_2,category_name,is_parent,type,source_url,language,latitude,longitude
1770,213156,200000,,,29,"Information About The Property | Property Information - For Sale: $ 200,000 (Negotiable) | Selling at: $ 200,000 (Negotiable) - Property Size: 29 Square Meters | Size: 29 square meters - Near Sisowath High School | Near Sisowath High School - 650 M to Seaa Shopping Center | Distance 650 M to Sorya Shopping Center - 1.5 km to royal palace | 1.5 km away to the Royal Palace - Easy to operate a Business A Business | Easy to do business - Easy to Rent Out | Easy Rent - Located in The Middle of the City | Location in Central City - Hard Title deed | There is a hard layout for More Information Please Contact: For more information, please contact:",Phnom Penh,Daun Penh,Phsar Thmei III,Shophouse,FALSE,residential,https://www.realestate.com.kh/213156/,km,11.56467938,104.9237719
3728,238873,85000,1,1,29,- 29.00m2 - 33rd floor - 1 bedroom - 1 kitchen - 1 bathroom - 1 Living room,Phnom Penh,Meanchey,Chak Angrae Leu,Condo,FALSE,residential,https://www.realestate.com.kh/238873/,en,11.52318131,104.9285097
302,217965,59900,1,1,30,"Condo Distapolar 23 (17th floor) in Borey Peng Huot Beoung Snor (Polaris) need to sell urgently. * Price only: $ 59,900 (negotiable) *This price includes the transfer of ownership * Condo size : 30 sqm * 1 bedroom & 1 bathroom * house facing direction : gem * Landscape turning to european park * Provides materials such as: 1 air conditioner, curtain, 1 set of sofa and dining table - Location: 7 minutes from Chbar Ampov bridge which is near National Road 1 - Civilized lifestyle, safe, comfortable and full of big projects, markets and condos. - Can pay installment through bank for 20 years but need to pay 30% of the house price in advance.",Phnom Penh,Chbar Ampov,Nirouth,Condo,FALSE,residential,https://www.realestate.com.kh/217965/,en,11.52,104.95
3890,252238,18000,1,1,30,"This 1-bedroom unit is now available for sale and is a great option for both living or business use. The unit is unfurnished , allowing you to design and set up the space the way you prefer. It is located on the 5th floor and comes with a private balcony —perfect for relaxing or getting fresh air. The unit has a total net floor area of 30 sqm . Inside, you will find one bedroom, one bathroom, a living room, and a one-wall kitchen for compact and efficient use of space. The building includes a lift/elevator and is pet-friendly , which makes it suitable for pet owners or anyone needing easy access. Located near Phnom Penh Sport Club , Lucky Supermarket , and Brown Coffee Shop & Restaurant , it offers convenience and accessibility. Don't miss this chance—schedule a viewing today! Key Features: - 1 Bedroom, 1 Bathroom - 30 sqm net floor area - 5th floor with balcony - Lift/Elevator available - Pet-friendly - One-wall kitchen - Near supermarket, sports club, and restaurants - Management fee: $0.75/sqm - Electricity: $0.30/kwh - Water: $0.75/m³",Phnom Penh,Meanchey,Boeung Tumpun,Condo,FALSE,residential,https://www.realestate.com.kh/252238/,en,11.537783,104.920235
4024,223225,100000,,,30,"Office for sale in BKK1 Size: 30 sqm Completion: Sep-2023 Handover: 2023 Facilities:	Hotels, Clubs, Gym, Swimming Pool, restaurants, commercial units, and other entertainment facilities Chief Tower is located in the heart of the city on the corner of Street 322 in front of Chip Mong Mall, on Monivong Boulevard, Boeung Keng Kang 1(BKK1) Chamkarmon District. This project will be constructed on 1265 square meters, and is a 40-storey with 5-storeys underground parking. The height of this project is158-metre.The building’s 24-hour security will ensure your safety and peace of mind at all times. Reception area includes wonderfully appointed lounge and concierge service. Surround the project there are hospitals, schools, banks, restaurants, malls, and other entertainment with a very short distance. This building will comprise of commercial units, hotels, clubs, fitness centers, restaurants and other entertainment facilities. The project is a joint venture between JS Property International Co Ltd and Chief Real Estate development (Cambodia) Ltd, which is incorporated with foreign partners in Cambodia, Malaysia and Hong Kong.",Phnom Penh,Chamkarmon,BKK 1,Offices,FALSE,commercial,https://www.realestate.com.kh/223225/,en,11.5445,104.913586
3517,244724,100000,1,1,30.26,"This studio unit offers a net size of 30.26sqm and is located on the 9th floor with a northwest orientation . It comes fully furnished and includes 1 bathroom and 1 kitchen. Situated in the vibrant BKK1 district, this property is close to key city attractions such as the Independence Monument, Olympic National Stadium, Riverside, Royal Palace, and AEON Mall Phnom Penh. You will also find many popular restaurants, coffee shops, retail stores, and commercial buildings nearby. This property is an excellent choice for investment or comfortable living . Don't miss this chance to own a prime asset in a bustling area. Contact us today to schedule a viewing! Key Features: • Studio Unit for sale • Net size: 30.26sqm • Floor: 9th • Orientation: Northwest • Fully furnished • 1 Bathroom • 1 Kitchen • Prime BKK1 location",Phnom Penh,Chamkarmon,BKK 1,Studio,FALSE,residential,https://www.realestate.com.kh/244724/,en,11.55105217,104.9282923
3348,238787,91000,,,30.33,"- $91,000.00 - 30.33m2 - 10th floor - 1 bedroom - 1 kitchen - 1 bathroom - 1 Living room",Phnom Penh,Chamkarmon,BKK 1,Apartment,FALSE,residential,https://www.realestate.com.kh/238787/,en,11.55025034,104.9273484
3516,238855,143390,1,1,30.33,"- $84,000.00 - 30.33m2 - 5th floor - 1 bedroom - 1 kitchen - 1 bathroom - 1 Living room",Phnom Penh,Chamkarmon,BKK 1,Condo,FALSE,residential,https://www.realestate.com.kh/238855/,en,11.55026821,104.9272821
3741,247154,84500,1,1,30.33,"This modern studio unit on the 10th floor is now available for sale. With a net size of 30.33sqm , it offers a cozy and functional space, perfect for individuals or couples. The unit comes fully furnished , featuring a well-equipped kitchen , a comfortable bedroom , and a clean and modern bathroom . Its high-floor location provides privacy and a great view. This property is ideal for those seeking a ready-to-move-in home or an investment opportunity. Contact us today to learn more or schedule a viewing! Key Features: Studio unit for sale 10th floor Net size: 30.33sqm 1 bedroom, 1 bathroom 1 kitchen Fully furnished",Phnom Penh,Chamkarmon,BKK 1,Studio,FALSE,residential,https://www.realestate.com.kh/247154/,en,11.537783,104.920232
1927,194967,70000,1,1,31,"• DABEST Property ID: PPA353 MORE DETAILS: • Bedroom and Bathroom • Unit on 21st floor • Fully furnished • Freehold title • Unit size  31 sqm • Swimming pool, gym • Located in Chroy Changva",Phnom Penh,Chroy Changvar,Chroy Changvar,Condo,FALSE,residential,https://www.realestate.com.kh/194967/,en,11.58939081,104.9270983
2188,248649,60000,1,1,31.46,"Condo for sale Property code: ACD25-005 Sale price For sale: 60,000$ (Can Negotiations) Gross size Common area: 31.46m² Net size Interior area: 24.22m² Property type Listing type: Studio Room Bathroom Bathroom: 1 Location Address: Chbar Ampov District, Phnom Penh",Phnom Penh,Daun Penh,Srah Chak,Condo,FALSE,residential,https://www.realestate.com.kh/248649/,zh-CN,11.575837,104.9201
366,213102,59999,1,1,32,"Condo Okide Villa (9th Floor) for sale along st.2004 sensok District * Price: $59,999 ( can be negotiate) * Net size: 32m2 (9th Floor) * Facing: South * 1 Bedroom and 1 Bathroom * Materials Offer: Air-conditioner, TV, Closet, Washing machine, Bed, Table and Curtains => It is nice place for living, security and good environment",Phnom Penh,Sen Sok,Khmuonh,Condo,FALSE,residential,https://www.realestate.com.kh/213102/,en,11.55,104.89
370,215483,160000,4,5,32,"Flat in Borey SN LAND, Dongkor district, need to sell urgently. * Price only: $ 160,000 (negotiable) *This price includes transfer of title * Land size: 4,2m x 21,5m * House size: 4,2m x 16m * 4m left of land in front and 1,5m behind * 4 Bedrooms & 5 Bathrooms * house facing : west side ?? Location: Good location from Chamkar Dong bus stop, turn left on Chamkar Dong school road, 900m away from Phumin University (Agriculture) 400m away => Civilized lifestyle, safe, comfortable and full of big projects, markets and condos. => Can pay installment through bank for 20 years but need to pay 30% of the house price in advance.",Phnom Penh,Dangkao,Dangkao,Flat,FALSE,residential,https://www.realestate.com.kh/215483/,en,11.48,104.9
919,223224,175000,4,5,32,"Villa (LE) in Borey Peng Hout, Pese Market (Peng Hout The Star Natural), Meanchey District, urgently needed to sell. * Price only: $ 175,000 (negotiable) *This price includes transfer of title * Land size: 4,2m x 22,5m * House size: 4,2m x 16m * Have 5m front land and 1,5m back * 4 Bedrooms & 5 Bathrooms * home facing : south ?? Location: Good location, Borey location along 371, near Pese market and Chipmong Mega Mall => Civilized lifestyle, safe, comfortable and full of big projects, markets and condos. => Can pay installment through bank for 20 years but need to pay 30% of the house price in advance.",Phnom Penh,Meanchey,Stueng Mean chey,Villa,FALSE,residential,https://www.realestate.com.kh/223224/,en,11.530293,104.898903
1901,238445,75000,1,1,32,"- Chip Mong Condo 32 meter square net for sale. - Floor 25th, - Open view, facing north to Camko City. - Moving in within the end of 2023. - Facility: Swimming Pool, Gym, Sky Garden, multiple floor parking lots - Next to Camko City, easily access to restaurants, coffee shops, parks, and easily access the city bus, just a few KM from AEON 2 Sen Sok.",Phnom Penh,Sen Sok,Phnom Penh Thmey,Condo,FALSE,residential,https://www.realestate.com.kh/238445/,en,11.59250558,104.8922179
2071,242251,58000,,,32,"Timesquare 2 studio room fully furnished for sale urgently at 58000$ Floor: 9 Size: 32m2 Fully furnished: Bed, Hot shower, Large Build in cabinet standard, Sofa, AC, and washing machine.",Phnom Penh,Toul Kork,Boeung Kak 1,Condo,FALSE,residential,https://www.realestate.com.kh/242251/,en,11.58444346,104.8991675
2092,244944,63000,1,1,32,"This 1-bedroom condo is located on the 19th floor of The Park Land TK, offering stunning city views. The unit spans 32sqm and comes semi-furnished , ready for you to move in and add your personal touch. It features one bedroom , one bathroom , a living room , and a kitchen . Enjoy the convenient location with easy access to local amenities. With a hard title transfer to the buyer, this property is a solid investment or a great place to call home. Don’t miss out on this opportunity—contact us today to learn more! Key Features: • 32sqm Unit on the 19th floor • Hard title transfer, Buyer's responsible • Semi-furnished • 1 Bedroom I 1 Bathroom • 1 Living room and Kitchen • Great for comfortable living and investment • Convenient location",Phnom Penh,Russey Keo,Tuol Sangkae 2,Condo,FALSE,residential,https://www.realestate.com.kh/244944/,en,11.59091633,104.8984764
2106,245753,66500,1,1,32,"Condo for sale Property code: ACD24-025 Price Price: 66,500$ (Can negotiation) Unit size Area: 32m2 Floor Floor: 15F Property type Listing type: Studio room Bathroom Bathroom: 1 Location Address: Tuol Kouk district, Phnom Penh",Phnom Penh,Toul Kork,Boeung Kak 2,Condo,FALSE,residential,https://www.realestate.com.kh/245753/,zh-CN,11.572623,104.89913
2131,246355,59000,1,1,32,"• Location: Chip Mong Apartment, Toul Kork (TK) • Type: One-bedroom unit (net area 32 sqm) • Floor: 10th floor (Unit 27) • Original price: $67,340 • Resale price: $59,000 ---------------------------------- Unique benefits of this building that are hard to find in other apartments: • Free Wi-Fi in the casual work area, open 24 hours a day • Direct elevator to the sixth floor • Two gyms on the fifth and twenty-seventh floors • Large swimming pool in the sky with beautiful city views • Health club • Children's playground • Garden • Reception area • Family-style sky barbecue area • Secure parking for cars and motorcycles with 24-hour security • Urgent sale • Price negotiable",Phnom Penh,Sen Sok,Phnom Penh Thmey,Condo,FALSE,residential,https://www.realestate.com.kh/246355/,en,11.575837,104.920096
2135,247207,79000,1,1,32,"This fully furnished 1-bedroom condo is located on the 19th floor , offering great views of the city. With a net area of 32sqm , the unit provides a cozy living space perfect for both living and investment. The layout includes one bedroom , a bathroom, a living room, and a kitchen. The property is under a borey transfer title , ensuring a smooth and secure ownership process. Situated in a convenient location, this condo is close to key amenities such as AEON Mall Sen Sok , Makro Sen Sok Supermarket , and TK Avenue . It’s also just 4.6 km from Wat Phnom and 4.8 km from Vattanac Capital , making it ideal for those who want easy access to Phnom Penh’s major landmarks. Don’t miss this opportunity! Contact us today for more details or to schedule a viewing. Key Features: • 32sqm Net area • Borey transfer title • 19th Floor with great views • 1 Bedroom, 1 Bathroom • 1 Living room, 1 Kitchen • Fully furnished • Close to shopping malls, supermarkets, and city landmarks",Phnom Penh,Russey Keo,Tuol Sangkae 2,Condo,FALSE,residential,https://www.realestate.com.kh/247207/,en,11.59128561,104.8961097
