,address_subdivision,address_locality,address_line_2,h_id,price_per_m2,land_area,price,longitude,latitude
212,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846899fffff,3323.92,102,339039.84,104.85479754043429,11.597466017536336
213,Phnom Penh,Russey Keo,Chrang Chamreh Ti Pir,88658468e7fffff,1258.15,94,118266.1,104.90301141424601,11.622273560802492
214,Phnom Penh,Pur SenChey,Chaom Chau,8865846f4bfffff,685.84,66,45265.44,104.8509672011473,11.534428018205846
215,Phnom Penh,Pur SenChey,Samraong Kraom,8865846f1bfffff,225.47,84,18939.48,104.80847395181469,11.551952789303138
216,Phnom Penh,Doun Penh,Phsar Thmei Ti Muoy,8865846ae7fffff,5765.26,84,484281.84,104.92921332469622,11.570145279464667
217,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f29fffff,2705.37,38,102804.06,104.85532486386367,11.57490525097677
218,Phnom Penh,Mean Chey,Boeng Tumpun,8865846ad1fffff,3283.94,50,164197.0,104.90032164133873,11.528037739632348
219,Phnom Penh,Mean Chey,Chak Angrae Leu,8865846127fffff,1858.1,42,78040.2,104.93614245722458,11.528102386778347
220,Phnom Penh,Chamkar Mon,Tumnob Tuek,8865846a8bfffff,1863.76,54,100643.04,104.90194843615316,11.547205602270843
221,Phnom Penh,Pur SenChey,Snaor,8865846c09fffff,1068.79,54,57714.659999999996,104.78367519412998,11.562050965023625
222,Phnom Penh,Pur SenChey,Samraong Kraom,8865846c6dfffff,218.19,66,14400.539999999999,104.81064564545694,11.576181390589069
223,Phnom Penh,Chraoy Chongvar,Preaek Ta Sek,8865846999fffff,1856.31,102,189343.62,104.8954097042859,11.653931199115654
224,Phnom Penh,Saensokh,Tuek Thla,8865846a91fffff,3546.15,78,276599.7,104.8817397264871,11.552658523514314
225,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846859fffff,3543.16,90,318884.39999999997,104.93598010700357,11.57218367208886
226,Phnom Penh,Pur SenChey,Samraong Kraom,8865846d5bfffff,1044.92,114,119120.88,104.80564267486139,11.590097629745554
227,Phnom Penh,Chamkar Mon,Tuol Svay Prey Ti Muoy,8865846a89fffff,2803.7,106,297192.19999999995,104.9107198360942,11.548335088702297
228,Phnom Penh,Dangkao,Pong Tuek,886584619bfffff,204.58,120,24549.600000000002,104.84305395803784,11.486990591687336
229,Phnom Penh,Chbar Ampov,Preaek Pra,8865846121fffff,1860.9,38,70714.2,104.93312882632668,11.52236151222984
230,Phnom Penh,Dangkao,Cheung Aek,8865846157fffff,1940.7,58,112560.6,104.9188244062276,11.485904840454982
231,Phnom Penh,Chbar Ampov,Preaek Pra,886584612dfffff,2679.29,32,85737.28,104.95008519598431,11.519309089810097
232,Phnom Penh,Chbar Ampov,Chhbar Ampov Ti Muoy,8865846127fffff,1978.13,106,209681.78,104.93631936050433,11.525767484094192
233,Phnom Penh,Pur SenChey,Kakab,8865846f09fffff,1416.74,102,144507.48,104.84230723144702,11.554218927992178
234,Phnom Penh,Russey Keo,Ruessei Kaev,88658468e9fffff,1106.68,112,123948.16,104.90957141776303,11.607656411879312
235,Phnom Penh,Tuol Kouk,Boeng Kak Ti Pir,8865846ab5fffff,1844.4,56,103286.40000000001,104.89835218802409,11.576232551855211
236,Phnom Penh,Chbar Ampov,Veal Sbov,886584616dfffff,1527.27,74,113017.98,104.96694813079868,11.498875862191081
237,Phnom Penh,Russey Keo,Tuol Sangke,886584681bfffff,3440.2,80,275216.0,104.91239717604785,11.594077440592274
238,Phnom Penh,Praek Pnov,Kouk Roka,8865846d5dfffff,585.31,64,37459.84,104.8144372547862,11.589659167272028
239,Phnom Penh,Saensokh,Tuek Thla,8865846f69fffff,1758.19,104,182851.76,104.8643387412384,11.56263647090967
240,Phnom Penh,Pur SenChey,Ovlaok,8865846c1bfffff,199.18,120,23901.600000000002,104.75254701957549,11.555573390657479
241,Phnom Penh,Mean Chey,Boeng Tumpun,8865846a89fffff,1539.24,100,153924.0,104.90793433596069,11.550789422663437
242,Phnom Penh,Doun Penh,Chakto Mukh,8865846ae5fffff,1261.02,48,60528.96,104.93209897243102,11.57104338407993
243,Phnom Penh,Dangkao,Preaek Kampues,8865846029fffff,1590.26,112,178109.12,104.90375739481028,11.459210670220784
244,Phnom Penh,Tuol Kouk,Boeng Kak Ti Pir,8865846ab1fffff,3601.96,92,331380.32,104.89076818779994,11.567662399019058
245,Phnom Penh,Chbar Ampov,Chbar Ampov Ti Pir,8865846a13fffff,4157.63,56,232827.28,104.93279317966908,11.548224349343544
246,Phnom Penh,Mean Chey,Chak Angrae Kraom,8865846121fffff,1972.96,56,110485.76000000001,104.93753210930495,11.518596724249733
247,Phnom Penh,Russey Keo,Svay Pak,88658468abfffff,2855.26,38,108499.88,104.88180136306865,11.6259637825912
248,Phnom Penh,Dangkao,Dangkao,8865846ad9fffff,858.33,52,44633.16,104.90248920274286,11.524956059486403
249,Phnom Penh,Chamkar Mon,Tuol Svay Prey Ti Muoy,8865846a8dfffff,4046.97,114,461354.57999999996,104.90986338509458,11.554619813785598
250,Phnom Penh,Tuol Kouk,Boeng Kak Ti Muoy,8865846aa7fffff,2111.07,94,198440.58000000002,104.90361270338681,11.589693781738681
251,Phnom Penh,Tuol Kouk,Boeng Kak Ti Muoy,8865846aa3fffff,4142.49,92,381109.07999999996,104.89854157492263,11.579813729052486
252,Phnom Penh,Praek Pnov,Kouk Roka,8865846f37fffff,1961.14,56,109823.84000000001,104.82264825220857,11.58135689429399
253,Phnom Penh,Saensokh,Krang Thnong,8865846f27fffff,2025.93,74,149918.82,104.84053189317638,11.587873588876725
254,Phnom Penh,Mean Chey,Chak Angrae Leu,886584612bfffff,1343.02,76,102069.52,104.93599961305806,11.515905733941008
255,Phnom Penh,Chraoy Chongvar,Preaek Lieb,8865846837fffff,1525.25,104,158626.0,104.92650181924778,11.63395067747476
256,Phnom Penh,Chbar Ampov,Chbar Ampov Ti Pir,8865846127fffff,2571.61,84,216015.24000000002,104.93001664909755,11.523639822985503
257,Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Pir,8865846a8dfffff,4519.81,110,497179.10000000003,104.91074733308314,11.555749819429293
258,Phnom Penh,Chraoy Chongvar,Preaek Lieb,88658469d7fffff,2021.59,86,173856.74,104.9014636825568,11.647781697786204
259,Phnom Penh,Russey Keo,Svay Pak,88658468a3fffff,1586.3,40,63452.0,104.8804733431813,11.63043224718496
260,Phnom Penh,Saensokh,Khmuonh,8865846d69fffff,2659.19,66,175506.54,104.84730785890639,11.617563914484112
261,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846adbfffff,1837.03,32,58784.96,104.89304972648893,11.525256252765244
262,Phnom Penh,Saensokh,Tuek Thla,8865846a97fffff,3062.08,48,146979.84,104.87645496022343,11.557900453635293
263,Phnom Penh,Dangkao,Preaek Kampues,8865846001fffff,1150.0,94,108100.0,104.8968023223267,11.45034854975765
264,Phnom Penh,Doun Penh,Srah Chak,886584685bfffff,1800.74,118,212487.32,104.92792475303153,11.57194011243081
265,Phnom Penh,Tuol Kouk,Boeng Salang,8865846a81fffff,3626.34,80,290107.2,104.90756642703829,11.558620086084524
266,Phnom Penh,Pur SenChey,Kamboul,8865846ee5fffff,954.74,56,53465.44,104.76593416015794,11.528621307348146
267,Phnom Penh,Pur SenChey,Chaom Chau,88658461b9fffff,1374.72,42,57738.24,104.85266216564374,11.514657276546787
268,Phnom Penh,Tuol Kouk,Phsar Depou Ti Muoy,8865846aabfffff,1002.37,66,66156.42,104.90290244661904,11.56638949290703
269,Phnom Penh,Chamkar Mon,Phsar Daeum Thkov,8865846ac1fffff,3334.01,102,340069.02,104.9242010743055,11.535563560399858
270,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846857fffff,969.19,32,31014.08,104.92805598977108,11.586751861098973
271,Phnom Penh,Dangkao,Cheung Aek,8865846029fffff,1825.65,32,58420.8,104.90834614096443,11.458722366662947
272,Phnom Penh,Saensokh,Khmuonh,886584688bfffff,2033.9,78,158644.2,104.87152356918627,11.60495543684155
273,Phnom Penh,Chraoy Chongvar,Preaek Ta Sek,8865846815fffff,1476.63,96,141756.48,104.92505292376103,11.611221906360575
274,Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Bei,8865846ac5fffff,2498.9,36,89960.40000000001,104.92285954257989,11.54712216486256
275,Phnom Penh,Prampir Meakkakra,Monourom,8865846aa9fffff,3639.0,96,349344.0,104.91541175783365,11.564463779218313
276,Phnom Penh,Prampir Meakkakra,Veal Vong,8865846aabfffff,1516.51,36,54594.36,104.90776164116927,11.568834368544033
277,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846a91fffff,2932.95,58,170111.09999999998,104.88187654597257,11.546124563608583
278,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f6dfffff,2093.43,56,117232.07999999999,104.87324008376963,11.564640448911678
279,Phnom Penh,Russey Keo,Svay Pak,886580d243fffff,2042.53,62,126636.86,104.86166793324682,11.656695536285138
280,Phnom Penh,Pur SenChey,Trapeang Krasang,8865846e23fffff,1377.25,34,46826.5,104.79923665615145,11.52836798384592
281,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846a99fffff,5003.2,40,200128.0,104.88430050080022,11.541931569394949
282,Phnom Penh,Prampir Meakkakra,Ou Ruessei Ti Buon,8865846aa9fffff,3206.33,92,294982.36,104.91473338863761,11.564735312624519
283,Phnom Penh,Praek Pnov,Ponsang,8865846d89fffff,542.62,106,57517.72,104.75984629322014,11.621316754410953
284,Phnom Penh,Doun Penh,Chakto Mukh,8865846ae1fffff,3400.62,52,176832.24,104.92909767555416,11.563524734255342
285,Phnom Penh,Dangkao,Cheung Aek,8865846153fffff,2253.29,54,121677.66,104.91158036838928,11.471577212042462
286,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846855fffff,1307.33,116,151650.28,104.94272782795011,11.587053870707518
287,Phnom Penh,Dangkao,Dangkao,886584618dfffff,2767.8,40,110712.0,104.87731775630921,11.499181604227088
288,Phnom Penh,Chamkar Mon,Tonle Basak,8865846a15fffff,2599.7,40,103988.0,104.95443646535617,11.545012395891229
289,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846a9dfffff,2417.96,76,183764.96,104.89445484769463,11.54401704801037
290,Phnom Penh,Doun Penh,Srah Chak,8865846aa7fffff,1962.55,118,231580.9,104.90501290331161,11.58231414420763
291,Phnom Penh,Dangkao,Dangkao,8865846adbfffff,1784.57,104,185595.28,104.88842526597409,11.522480807367359
292,Phnom Penh,Tuol Kouk,Tuek L'ak Ti Muoy,8865846abdfffff,3847.67,38,146211.46,104.8977560149556,11.567341024565897
293,Phnom Penh,Chbar Ampov,Nirouth,8865846a53fffff,2051.43,46,94365.78,104.9489479807064,11.529803994056229
294,Phnom Penh,Doun Penh,Phsar Thmei Ti Bei,8865846ae3fffff,2351.24,88,206909.12,104.92093709762683,11.559931149612146
295,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846815fffff,1592.55,80,127404.0,104.92568359562488,11.608198804897073
296,Phnom Penh,Doun Penh,Srah Chak,8865846aa5fffff,2836.48,118,334704.64,104.92151624331046,11.586721240277068
297,Phnom Penh,Pur SenChey,Samraong Kraom,8865846c69fffff,654.28,88,57576.64,104.80388992649101,11.560776884878484
298,Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Muoy,8865846ac7fffff,4631.23,96,444598.07999999996,104.91401494710556,11.543410042590894
299,Phnom Penh,Saensokh,Khmuonh,886584689dfffff,666.25,108,71955.0,104.85998882285374,11.609599776623517
300,Phnom Penh,Mean Chey,Chak Angrae Kraom,8865846107fffff,2938.05,54,158654.7,104.92481553433677,11.509524654220959
301,Phnom Penh,Chamkar Mon,Boeng Keng Kang Ti Muoy,8865846ae3fffff,1702.23,62,105538.26,104.91516914587424,11.563961923378498
302,Phnom Penh,Saensokh,Krang Thnong,8865846f07fffff,360.22,32,11527.04,104.8331747046405,11.565719595992745
303,Phnom Penh,Saensokh,Khmuonh,886580d243fffff,2007.57,62,124469.34,104.85934276050838,11.65720520637745
304,Phnom Penh,Chraoy Chongvar,Preaek Lieb,88658469b9fffff,2372.41,52,123365.31999999999,104.90202871703599,11.675865732405908
305,Phnom Penh,Prampir Meakkakra,Veal Vong,8865846a8dfffff,4282.49,102,436813.98,104.90960622159488,11.553583457324645
306,Phnom Penh,Chbar Ampov,Nirouth,8865846a5bfffff,2447.46,120,293695.2,104.95905487582382,11.522279815433594
307,Phnom Penh,Russey Keo,Tuol Sangke,8865846aa5fffff,2414.53,106,255940.18000000002,104.91867116431995,11.583695169819896
308,Phnom Penh,Russey Keo,Tuol Sangke,8865846aa7fffff,2151.39,70,150597.3,104.90657312145194,11.58228256980718
309,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f07fffff,445.77,118,52600.86,104.83882545041732,11.572161826763999
310,Phnom Penh,Mean Chey,Chak Angrae Kraom,8865846101fffff,2745.78,94,258103.32,104.93401311737853,11.491749671759173
311,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658468e5fffff,1667.54,94,156748.76,104.90482848344978,11.622787183257268
312,Phnom Penh,Prampir Meakkakra,Ou Ruessei Ti Pir,8865846aa9fffff,3485.05,96,334564.80000000005,104.9132649972136,11.565947843050333
313,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f65fffff,2269.45,98,222406.09999999998,104.8743213848408,11.571445020331586
314,Phnom Penh,Russey Keo,Chrang Chamreh Ti Muoy,88658468a3fffff,1642.37,42,68979.54,104.87585138719368,11.635367208501252
315,Phnom Penh,Mean Chey,Boeng Tumpun,8865846a8bfffff,2312.35,84,194237.4,104.89776087715467,11.55148567580962
316,Phnom Penh,Pur SenChey,Chaom Chau,8865846e23fffff,1757.64,76,133580.64,104.79993931292142,11.532647656703677
317,Phnom Penh,Tuol Kouk,Boeng Kak Ti Muoy,88658468c9fffff,3322.05,68,225899.40000000002,104.90323851426028,11.58354491881421
318,Phnom Penh,Chbar Ampov,Kbal Kaoh,8865847887fffff,318.7,96,30595.199999999997,104.9887980184614,11.493002158512974
319,Phnom Penh,Prampir Meakkakra,Ou Ruessei Ti Bei,8865846aa9fffff,2478.49,94,232978.05999999997,104.91833594242492,11.568838393703645
320,Phnom Penh,Chamkar Mon,Tumnob Tuek,8865846ac3fffff,2402.16,82,196977.12,104.90964158002727,11.542001335782103
321,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d1fffff,2809.89,96,269749.44,104.87130489792312,11.589761043213745
322,Phnom Penh,Chamkar Mon,Boeng Trabaek,8865846ac7fffff,1433.23,46,65928.58,104.91465737318555,11.544800791200581
323,Phnom Penh,Chraoy Chongvar,Preaek Lieb,88658469d5fffff,2999.93,76,227994.68,104.91197920376955,11.645578923777817
324,Phnom Penh,Pur SenChey,Chaom Chau,8865846f59fffff,5451.07,120,654128.3999999999,104.840706720826,11.525384811819974
325,Phnom Penh,Chbar Ampov,Preaek Aeng,8865846a4dfffff,1212.73,102,123698.46,104.99425101879686,11.526995610285352
326,Phnom Penh,Saensokh,Tuek Thla,8865846f6dfffff,2195.09,32,70242.88,104.87800280593824,11.568909830103037
327,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d3fffff,1406.5,62,87203.0,104.85901736356271,11.587811831358277
328,Phnom Penh,Pur SenChey,Kakab,8865846f45fffff,1878.16,98,184059.68000000002,104.86321865367823,11.550832556755427
329,Phnom Penh,Pur SenChey,Chaom Chau,8865846e29fffff,509.99,42,21419.58,104.81953330203199,11.522673902376814
330,Phnom Penh,Russey Keo,Chrang Chamreh Ti Pir,88658469dbfffff,1207.48,86,103843.28,104.90260763089616,11.630123081235842
331,Phnom Penh,Tuol Kouk,Tuek L'ak Ti Pir,8865846a87fffff,4663.67,108,503676.36,104.89952831237363,11.56521004766762
332,Phnom Penh,Mean Chey,Stueng Mean Chey,8865846f45fffff,2347.64,38,89210.31999999999,104.86545114080774,11.55256799444472
333,Phnom Penh,Russey Keo,Tuol Sangke,88658468c9fffff,2937.11,90,264339.9,104.89912517645234,11.591277204849801
334,Phnom Penh,Mean Chey,Chak Angrae Kraom,886584610bfffff,2286.75,100,228675.0,104.92438612662215,11.488907305248263
335,Phnom Penh,Dangkao,Dangkao,88658461e5fffff,1533.67,42,64414.14,104.89572445797053,11.520507372009236
336,Phnom Penh,Chraoy Chongvar,Preaek Lieb,8865846839fffff,1154.4,32,36940.8,104.93384051622094,11.611882813702666
337,Phnom Penh,Pur SenChey,Kakab,8865846f05fffff,924.19,118,109054.42000000001,104.84436171716845,11.56843594701756
338,Phnom Penh,Chamkar Mon,Tonle Basak,8865846ae9fffff,4479.45,118,528575.1,104.93019114462265,11.554544607510103
339,Phnom Penh,Chamkar Mon,Boeng Trabaek,8865846ac5fffff,2024.75,30,60742.5,104.92245147991491,11.539862278136193
340,Phnom Penh,Russey Keo,Chrang Chamreh Ti Muoy,88658468a9fffff,808.49,110,88933.9,104.88936908916178,11.62365470019275
341,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468dbfffff,3874.73,110,426220.3,104.87090277393433,11.584732959557643
342,Phnom Penh,Chraoy Chongvar,Chrouy Changvar,8865846a33fffff,2879.47,96,276429.12,104.94735195074855,11.560739986262519
343,Phnom Penh,Saensokh,Phnom Penh Thmei,88658468d9fffff,2385.48,38,90648.24,104.87417164772761,11.581520757683004
344,Phnom Penh,Saensokh,Tuek Thla,8865846ab3fffff,1969.62,68,133934.16,104.87454021286958,11.574481321020345
345,Phnom Penh,Chamkar Mon,Tuol Svay Prey Ti Muoy,8865846a81fffff,3262.57,110,358882.7,104.90232582562084,11.551944169144024
346,Phnom Penh,Mean Chey,Boeng Tumpun,8865846ac9fffff,2547.71,38,96812.98,104.92866619793337,11.53198539972118
347,Phnom Penh,Chamkar Mon,Tuol Tumpung Ti Muoy,8865846acbfffff,1246.2,94,117142.8,104.91370000298674,11.532951307740655
348,Phnom Penh,Chbar Ampov,Kbal Kaoh,8865846a49fffff,365.48,46,16812.08,104.98844798795739,11.52269901029927
349,Phnom Penh,Chbar Ampov,Veal Sbov,8865846a55fffff,1008.31,68,68565.08,104.96315685159725,11.529013838653581
350,Phnom Penh,Doun Penh,Voat Phnum,8865846ae7fffff,5067.53,72,364862.16,104.92367881781779,11.564254408453555
351,Phnom Penh,Saensokh,Phnom Penh Thmei,8865846f23fffff,2264.64,92,208346.87999999998,104.84236211975382,11.588073028281249
352,Phnom Penh,Saensokh,Tuek Thla,8865846f6bfffff,1289.0,82,105698.0,104.86239851711886,11.56372313624655
353,Phnom Penh,Tuol Kouk,Phsar Depou Ti Bei,8865846aabfffff,1321.95,76,100468.2,104.90354308913143,11.569717456302296
354,Phnom Penh,Pur SenChey,Samraong Kraom,8865846f19fffff,751.49,104,78154.96,104.82562459833409,11.546387170039736
355,Phnom Penh,Pur SenChey,Chaom Chau,8865846e6bfffff,2259.7,120,271164.0,104.8212829287753,11.502865022213319
356,Phnom Penh,Praek Pnov,Kouk Roka,8865846d55fffff,1082.05,108,116861.4,104.81332815588586,11.605628565027619
357,Phnom Penh,Tuol Kouk,Boeng Salang,8865846a8bfffff,1595.16,114,181848.24000000002,104.89535315424357,11.545898082582974
358,Phnom Penh,Pur SenChey,Samraong Kraom,8865846f11fffff,1989.37,74,147213.38,104.81781676019061,11.552681858578538
359,Phnom Penh,Tuol Kouk,Tuek L'ak Ti Muoy,8865846a87fffff,2756.61,86,237068.46000000002,104.90554750848517,11.56042025909595
360,Phnom Penh,Saensokh,Krang Thnong,8865846f35fffff,606.61,48,29117.28,104.82944598681065,11.584314511796093
361,Phnom Penh,Chbar Ampov,Nirouth,8865846125fffff,4380.46,34,148935.64,104.93857991334818,11.52457484618082
362,Phnom Penh,Pur SenChey,Kakab,8865846f11fffff,1908.56,82,156501.91999999998,104.81774244181653,11.558134012135453
363,Phnom Penh,Mean Chey,Chak Angrae Leu,8865846121fffff,1886.8,52,98113.59999999999,104.93311306186742,11.51681181554992
364,Phnom Penh,Praek Pnov,Kouk Roka,8865846d45fffff,466.02,42,19572.84,104.83587352357993,11.608475243079827
365,Phnom Penh,Dangkao,Prey Veaeng,8865846085fffff,143.41,60,8604.6,104.83811472610034,11.460325835147051
366,Phnom Penh,Dangkao,Sak Sampov,88658460e5fffff,1239.62,120,148754.4,104.85778272791595,11.468920633235395
367,Phnom Penh,Russey Keo,Ruessei Kaev,88658468c1fffff,1855.3,66,122449.8,104.89908362688269,11.592885913899734
368,Phnom Penh,Chbar Ampov,Nirouth,8865846a03fffff,3295.46,50,164773.0,104.96158418376743,11.545417889114987
369,Phnom Penh,Chbar Ampov,Nirouth,8865846a59fffff,2485.54,108,268438.32,104.96320247548172,11.514458434691536
370,Phnom Penh,Pur SenChey,Kakab,8865846f15fffff,1886.57,56,105647.92,104.82158824129202,11.562058424052802
371,Phnom Penh,Dangkao,Cheung Aek,886584611bfffff,2174.99,34,73949.65999999999,104.90131160618446,11.479923548665608
372,Phnom Penh,Doun Penh,Chakto Mukh,8865846aebfffff,3292.2,114,375310.8,104.91868613971523,11.551888638886968
373,Phnom Penh,Chbar Ampov,Nirouth,8865846a0bfffff,3673.45,90,330610.5,104.95860366828444,11.538647218952109
374,Phnom Penh,Dangkao,Dangkao,88658461cdfffff,1052.95,112,117930.40000000001,104.89378232927841,11.4859836439399
375,Phnom Penh,Saensokh,Khmuonh,8865846d45fffff,426.57,64,27300.48,104.8370131277219,11.610362168765032
376,Phnom Penh,Russey Keo,Kilomaetr Lekh Prammuoy,88658468edfffff,1753.28,106,185847.68,104.91193810411237,11.614402721373162
377,Phnom Penh,Dangkao,Prey Sa,886584619bfffff,213.17,114,24301.379999999997,104.83820829755544,11.490881482712993
378,Phnom Penh,Tuol Kouk,Tuek L'ak Ti Bei,8865846a87fffff,4037.88,98,395712.24,104.9016411442796,11.561447905523627
379,Phnom Penh,Pur SenChey,Chaom Chau,8865846195fffff,108.9,30,3267.0,104.84686501053797,11.500269297068016
380,Phnom Penh,Prampir Meakkakra,Boeng Proluet,8865846a8dfffff,2634.81,106,279289.86,104.91713618900496,11.550631090289173
381,Phnom Penh,Tuol Kouk,Boeng Kak Ti Muoy,8865846ab5fffff,3695.66,70,258696.19999999998,104.89333078212863,11.577215010963606
382,Phnom Penh,Dangkao,Cheung Aek,886584602dfffff,1979.64,98,194004.72,104.9052215664468,11.462360192791573
383,Phnom Penh,Tuol Kouk,Boeng Kak Ti Pir,8865846abdfffff,3532.51,34,120105.34000000001,104.89726660563893,11.570121822419667
384,Phnom Penh,Pur SenChey,Kakab,8865846f55fffff,349.07,90,31416.3,104.83640718710924,11.546391196597202
385,Phnom Penh,Chbar Ampov,Preaek Aeng,88658478bbfffff,310.25,72,22338.0,104.97014451094282,11.500988254349188
386,Phnom Penh,Dangkao,Prey Sa,88658461c7fffff,1790.92,110,197001.2,104.87820040868394,11.491552768846272
387,Phnom Penh,Saensokh,Khmuonh,8865846891fffff,730.45,118,86193.1,104.85075220302583,11.608347290971759
388,Phnom Penh,Dangkao,Prey Sa,8865846183fffff,1400.42,108,151245.36000000002,104.8571906975317,11.503017533588167
