n_gas_station_in_1km_to_2km,n_borey_in_3km_to_5km,n_pre_school_in_1km,address_line_2,n_atm_in_1km_to_2km,n_super_market_in_1km,n_resturant_in_1km_to_2km,h_id,n_atm_in_3km_to_5km,population,near_Phnom_Penh_Airport_in_km,n_pre_school_in_1km_to_2km,n_cafe_in_1km,near_Phsar_kandal_in_km,n_seven_eleven_in_1km_to_2km,n_university_in_2km_to_3km,n_atm_5km,n_atm_in_1km,near_AEON_Mall_3_in_km,n_university_in_3km_to_5km,price_per_m2
1,14,0,32,0,0,0,671,0,2493.0,5,0,0,13,1,1,0,0,10,0,1208.66
3,1,0,69,0,0,0,80,0,878.0,12,0,0,12,1,0,0,0,3,0,285.05
0,0,0,66,0,0,0,600,0,378.0,12,0,0,19,0,0,0,0,23,0,194.38
0,0,0,66,0,0,0,604,0,45.0,14,0,0,22,0,0,0,0,25,0,189.26
1,10,0,41,0,0,0,568,0,66.0,6,0,0,11,0,0,0,0,16,1,1037.34
2,2,0,34,0,0,0,763,0,732.0,18,0,0,10,0,0,0,0,10,1,436.01
3,1,1,68,0,0,0,423,16,3164.0,14,0,0,6,2,1,16,0,8,3,849.0
9,12,0,25,0,0,0,313,48,1155.0,9,3,1,7,0,0,52,0,15,11,1316.58
3,8,0,81,0,0,0,515,0,3053.0,3,0,0,13,1,0,0,0,14,1,395.27
0,18,0,79,0,0,0,100,0,992.0,10,0,0,13,0,0,0,0,5,0,775.88
26,13,4,105,40,5,5,465,449,27697.0,7,16,7,4,7,11,581,12,5,72,5180.12
4,5,0,51,0,0,0,661,0,76.0,6,0,0,15,1,0,0,0,12,1,394.32
7,11,1,44,0,2,0,417,392,3794.0,11,3,5,4,3,4,460,0,6,20,2033.25
3,4,0,67,0,0,0,141,0,449.0,8,0,0,16,1,0,0,0,10,0,1211.86
0,2,0,74,0,0,0,778,0,96.0,18,0,0,12,0,0,0,0,8,0,380.09
0,1,0,50,0,0,0,542,0,290.0,11,0,0,21,0,0,0,0,20,0,90.64
5,12,0,17,0,0,0,671,0,2493.0,4,0,0,13,2,0,0,0,10,0,1553.05
0,2,0,34,0,0,0,797,0,1365.0,19,0,0,11,0,0,0,0,11,1,561.75
5,14,0,17,0,0,0,203,8,3451.0,4,0,0,9,0,0,8,0,6,8,1789.73
0,0,0,0,0,0,0,809,0,1.0,20,0,0,16,0,0,0,0,26,0,573.41
1,11,0,74,0,0,0,751,4,347.0,15,0,1,10,1,0,4,0,5,0,413.51
9,15,0,35,0,0,0,338,16,2777.0,9,1,0,8,2,1,16,0,16,6,1195.25
0,6,0,73,0,0,0,397,4,1716.0,13,1,0,9,2,1,4,0,18,2,618.21
0,3,0,0,0,0,0,381,0,1753.0,16,0,1,12,0,0,0,0,21,0,787.7
5,15,0,17,0,0,0,723,4,8517.0,1,0,1,11,1,1,4,0,11,4,1747.38
0,7,0,83,0,0,0,79,0,777.0,12,0,1,14,0,0,0,0,5,0,251.23
32,11,8,85,56,3,6,441,355,29434.0,6,15,5,3,6,49,633,8,7,42,3728.84
1,4,0,69,0,0,0,113,0,1912.0,13,0,0,12,1,0,0,0,3,0,284.4
16,12,1,78,12,1,0,342,187,1151.0,8,7,4,5,4,5,219,0,13,66,2162.83
0,3,0,82,0,0,0,491,0,402.0,5,0,0,15,0,0,0,0,16,0,198.71
0,2,0,37,0,0,0,155,0,357.0,13,0,0,18,0,0,0,0,10,0,107.71
12,12,0,91,20,1,0,415,443,808.0,12,2,2,3,4,4,523,0,7,23,5432.8
2,1,0,71,0,0,0,11,0,516.0,13,0,0,14,1,0,0,0,22,0,876.84
1,5,0,67,0,0,0,665,0,128.0,8,0,0,16,1,0,0,0,11,0,1313.01
21,11,3,85,44,2,6,473,453,26582.0,7,18,2,4,8,11,569,4,5,74,3467.63
8,21,0,27,0,0,2,182,146,4418.0,9,2,0,6,0,2,174,0,3,21,1977.25
2,2,0,68,0,0,0,423,16,3164.0,15,1,0,6,1,1,16,0,8,1,994.53
21,10,2,78,12,1,0,342,321,1151.0,8,10,7,5,2,9,377,4,13,69,2541.64
1,4,0,31,0,0,0,518,0,315.0,5,0,0,15,0,0,0,0,15,1,1200.8
0,4,0,74,0,0,0,747,0,4.0,18,0,0,12,0,0,0,0,8,0,306.1
0,6,0,70,0,0,0,397,4,1716.0,13,1,0,9,2,1,4,0,18,2,1915.58
10,5,2,44,4,0,1,181,133,8223.0,12,0,1,5,2,1,141,0,5,16,1690.29
5,3,0,71,0,0,0,14,0,2118.0,12,0,0,13,1,0,0,0,20,0,740.46
6,4,0,71,0,0,0,34,0,2043.0,12,0,0,12,1,0,0,0,19,0,1013.85
7,11,0,74,0,0,0,187,4,1418.0,14,0,2,9,1,0,4,0,4,0,487.96
3,7,0,107,0,0,0,433,24,102.0,14,1,1,6,3,0,24,0,6,3,943.56
0,2,0,80,0,0,0,10,0,995.0,13,0,0,13,1,0,0,0,21,0,230.5
0,14,0,34,0,0,0,753,4,564.0,15,0,0,9,0,0,4,0,5,0,537.18
0,7,0,70,0,0,0,375,0,161.0,13,0,0,10,0,0,0,0,19,2,1586.1
4,5,0,17,0,0,0,639,0,5043.0,4,0,0,14,1,1,0,0,13,0,1651.21
0,3,0,37,0,0,0,124,0,129.0,10,0,0,16,0,0,0,0,9,0,109.01
0,5,0,70,0,0,0,385,0,5.0,15,0,0,12,0,0,0,0,21,0,1756.48
2,13,0,17,0,0,0,209,0,3008.0,4,0,1,11,0,1,0,0,8,0,1586.36
0,13,0,34,0,0,0,752,4,1487.0,16,0,0,9,0,0,4,0,6,0,526.55
2,5,0,33,0,0,0,391,12,384.0,14,0,0,7,2,1,12,0,17,2,227.91
3,13,0,28,0,0,0,725,8,9191.0,0,0,0,10,0,1,8,0,11,9,2186.81
0,0,0,67,0,0,0,282,0,648.0,10,0,0,19,0,0,0,0,14,0,1219.72
3,6,0,94,0,0,0,513,0,8072.0,4,0,0,14,1,0,0,0,14,1,443.7
0,3,0,94,0,0,0,514,0,3039.0,6,0,0,16,0,0,0,0,16,0,366.26
2,5,0,70,0,0,0,301,24,279.0,13,0,0,7,2,0,24,0,16,3,1801.49
30,18,1,52,12,2,1,350,196,4023.0,5,11,1,5,2,41,268,8,11,26,3087.37
1,13,0,35,0,0,0,584,4,4427.0,7,1,0,10,1,0,4,0,16,1,1141.83
0,2,0,34,0,0,0,739,0,40.0,22,0,0,14,0,0,0,0,12,0,416.68
0,1,0,32,0,0,0,636,0,1211.0,8,0,0,18,0,0,0,0,15,0,834.79
0,0,0,9,0,0,0,258,0,566.0,12,0,0,21,0,0,0,0,16,0,155.98
0,8,0,34,0,0,0,758,0,1936.0,17,0,0,9,0,1,0,0,8,0,572.13
5,11,0,70,4,0,0,300,65,1030.0,11,1,1,6,1,0,73,0,15,8,2259.12
0,0,0,40,0,0,0,280,0,8.0,13,0,0,20,0,0,0,0,14,0,210.82
6,15,0,26,28,1,0,298,370,4075.0,11,5,3,3,2,7,521,8,12,52,2419.88
6,7,1,107,0,0,0,429,48,3342.0,13,2,2,6,2,0,52,0,6,6,1034.18
3,7,0,94,0,0,0,701,0,4190.0,3,0,0,13,0,1,0,0,13,0,445.48
0,1,0,65,0,0,0,20,0,42.0,13,0,0,15,0,0,0,0,22,0,151.08
0,7,0,73,0,0,0,375,0,161.0,13,0,0,10,0,0,0,0,19,2,584.93
13,18,0,91,24,1,5,468,331,22796.0,9,11,2,4,5,8,403,4,4,27,4686.67
11,22,1,27,0,1,0,241,48,3259.0,7,0,2,7,0,1,48,0,3,12,1522.83
8,8,1,25,0,0,0,331,12,6043.0,11,1,3,8,1,2,12,0,17,2,573.26
2,11,0,107,0,0,0,409,277,25.0,14,0,0,4,1,0,281,0,10,10,1149.09
0,1,0,80,0,0,0,24,0,783.0,15,0,0,16,0,0,0,0,24,0,218.29
1,1,0,66,0,0,0,508,0,325.0,8,0,0,17,0,0,0,0,19,0,207.94
0,5,0,34,0,0,0,748,0,35.0,18,0,0,11,0,0,0,0,8,0,400.57
0,3,0,0,0,0,0,815,0,5.0,23,0,0,18,0,0,0,0,28,0,153.8
3,4,0,69,0,0,0,97,0,1285.0,11,0,0,12,1,0,0,0,3,0,224.69
6,17,0,35,0,0,0,324,28,3970.0,6,1,0,8,0,0,32,0,14,26,1314.65
33,13,2,85,24,0,1,441,481,29434.0,6,14,2,4,4,41,617,4,7,50,3549.83
14,9,2,78,12,0,0,341,333,4612.0,9,5,1,5,2,5,385,0,13,67,2292.72
0,4,0,34,0,0,0,783,0,22.0,19,0,0,11,0,0,0,0,10,1,450.15
0,0,0,40,0,0,0,278,0,455.0,12,0,0,20,0,0,0,0,14,0,264.3
0,1,0,66,0,0,0,591,0,668.0,11,0,0,19,0,0,0,0,22,0,206.54
30,17,0,11,16,0,0,471,265,16637.0,6,6,1,5,3,8,313,0,5,71,2640.61
3,4,0,41,0,0,0,712,8,1887.0,4,0,0,10,0,0,8,0,14,6,1327.27
7,15,0,75,0,0,0,203,8,3451.0,5,0,0,9,1,0,8,0,5,8,677.94
10,15,0,75,0,1,0,242,40,4364.0,6,1,3,8,1,1,40,0,4,10,902.22
5,9,0,52,0,0,0,704,16,1460.0,3,1,0,9,2,1,20,0,13,20,2382.23
0,1,0,66,0,0,0,608,0,50.0,10,0,0,18,0,0,0,0,21,0,199.84
0,10,0,70,0,0,0,371,0,4.0,14,0,0,11,0,0,0,0,20,1,1861.38
0,0,0,65,0,0,0,60,0,635.0,13,0,0,17,0,0,0,0,23,0,158.27
0,2,0,0,0,0,0,73,0,1.0,21,0,0,18,0,0,0,0,27,0,696.44
34,13,6,2,144,6,10,451,169,7618.0,7,20,15,2,7,18,653,34,10,41,4473.86
6,16,0,75,0,0,0,200,4,1033.0,5,0,0,9,1,0,4,0,5,8,681.19
0,2,0,0,0,0,0,73,0,1.0,22,0,0,18,0,0,0,0,27,0,513.71
2,3,0,70,0,0,0,394,12,992.0,12,1,0,8,2,1,12,0,17,1,1792.29
0,2,0,33,0,0,0,406,0,19.0,15,0,0,10,0,0,0,0,19,1,197.66
1,2,0,82,0,0,0,609,0,28.0,9,0,0,17,0,0,0,0,20,0,187.93
15,23,6,105,48,4,6,464,403,18375.0,8,18,7,3,5,11,569,16,5,61,5124.92
9,7,0,81,0,0,0,714,4,1093.0,2,1,1,10,2,0,8,0,13,12,575.17
2,3,0,32,0,0,0,627,0,1624.0,5,0,0,15,0,1,0,0,13,0,1085.01
0,2,0,82,0,0,0,512,0,366.0,8,0,0,17,0,0,0,0,19,0,223.78
5,14,0,17,0,0,0,723,4,8517.0,1,0,1,11,2,0,4,0,11,4,1726.73
8,15,0,35,0,0,0,322,32,2868.0,5,2,1,8,0,1,36,0,14,37,1256.14
0,0,0,65,0,0,0,61,0,14.0,12,0,0,17,0,0,0,0,22,0,142.11
0,2,0,40,0,0,0,125,0,872.0,11,0,0,18,0,0,0,0,12,0,215.52
5,9,0,28,0,0,0,698,8,1433.0,2,0,1,11,1,0,8,0,13,8,1725.48
0,2,0,34,0,0,0,794,0,1205.0,19,0,0,10,0,1,0,0,11,0,511.61
1,1,0,39,0,0,0,562,0,25.0,7,0,0,14,0,0,0,0,18,0,706.97
0,3,0,64,0,0,0,142,0,948.0,9,0,0,16,0,0,0,0,10,0,322.44
2,10,0,39,0,0,0,529,0,1010.0,4,0,0,13,0,0,0,0,16,0,770.33
5,14,0,17,0,0,0,670,0,9223.0,4,0,0,13,2,1,0,0,9,0,1551.65
0,0,0,66,0,0,0,66,0,3.0,12,0,0,17,0,0,0,0,22,0,200.82
0,0,0,9,0,0,0,268,0,767.0,10,0,0,19,0,0,0,0,15,0,192.84
0,2,0,64,0,0,0,119,0,1.0,10,0,0,17,0,0,0,0,10,0,361.59
1,1,0,50,0,0,0,506,0,99.0,9,0,0,18,0,0,0,0,20,0,93.91
2,1,0,51,0,0,0,664,0,14.0,9,0,0,18,0,0,0,0,13,0,330.97
0,0,0,66,0,0,0,590,0,54.0,13,0,0,20,0,0,0,0,24,0,146.05
1,11,0,76,0,0,0,135,0,197.0,7,0,0,14,1,0,0,0,9,1,245.4
2,3,0,82,0,0,0,503,0,1068.0,6,0,0,15,1,0,0,0,17,0,209.87
0,0,0,33,0,0,0,826,0,1337.0,19,0,0,13,0,0,0,0,23,0,200.36
5,12,1,25,4,0,0,317,100,4311.0,8,6,4,6,4,5,124,0,14,62,1535.08
1,3,0,39,0,0,0,38,0,186.0,10,0,0,12,0,0,0,0,19,0,745.26
37,18,8,2,48,5,0,457,472,5039.0,6,18,2,4,6,17,605,12,10,33,3875.67
0,2,0,40,0,0,0,128,0,720.0,11,0,0,18,0,0,0,0,12,0,229.78
13,20,0,28,4,0,0,689,24,6724.0,1,2,5,9,2,6,28,0,11,20,2134.96
6,3,0,41,0,0,0,710,4,1494.0,3,0,0,11,1,0,4,0,14,6,1275.01
17,11,2,18,40,1,7,418,395,16309.0,10,18,4,3,5,5,523,0,6,26,2367.84
21,14,2,52,8,0,0,707,56,5234.0,3,3,2,7,2,11,68,0,11,53,2679.83
3,2,0,19,0,0,0,113,0,1912.0,13,0,0,13,1,0,0,0,3,0,496.94
4,11,0,81,0,0,0,698,4,1433.0,2,0,1,11,0,0,4,0,13,6,525.67
9,27,0,27,0,0,0,247,60,1943.0,8,1,1,7,1,1,60,0,3,14,1719.2
0,0,0,66,0,0,0,604,0,45.0,14,0,0,21,0,0,0,0,25,0,188.79
1,11,0,75,0,0,0,234,0,80.0,7,0,0,12,0,0,0,0,5,0,594.96
0,0,0,66,0,0,0,66,0,3.0,12,0,0,17,0,0,0,0,22,0,264.6
4,20,0,75,0,0,0,205,0,653.0,7,1,1,9,1,1,0,0,4,3,713.68
0,1,0,82,0,0,0,512,0,366.0,8,0,0,17,0,0,0,0,19,0,203.8
1,0,0,65,0,0,0,54,0,481.0,14,0,0,20,0,0,0,0,25,0,188.9
29,19,3,8,48,3,0,437,459,29015.0,6,15,1,4,7,44,629,8,7,33,3365.54
2,9,0,77,0,0,0,88,0,89.0,11,0,0,14,1,0,0,0,6,0,224.89
0,7,0,34,0,0,0,789,0,1672.0,17,0,1,8,0,0,0,0,10,0,610.9
1,0,0,66,0,0,0,615,0,489.0,11,0,0,20,0,0,0,0,22,0,262.25
0,0,0,66,0,0,0,66,0,3.0,11,0,0,17,0,0,0,0,22,0,197.48
1,6,0,83,0,0,0,103,0,421.0,11,0,0,14,0,0,0,0,5,0,282.7
4,12,0,41,0,0,0,572,20,217.0,5,0,1,9,0,1,20,0,14,10,1174.23
0,2,0,31,0,0,0,686,0,539.0,8,0,0,18,0,0,0,0,17,0,1102.9
1,16,0,83,0,0,0,101,0,92.0,10,0,0,12,0,0,0,0,3,0,300.98
0,1,0,71,0,0,0,23,0,412.0,16,0,0,16,1,0,0,0,24,0,801.74
0,7,0,73,0,0,0,369,0,8.0,13,0,0,10,0,0,0,0,19,2,622.63
8,21,0,27,0,1,0,205,4,653.0,6,1,1,9,1,1,4,0,4,7,1400.81
0,0,0,9,0,0,0,275,0,229.0,13,0,0,22,0,0,0,0,17,0,144.93
3,3,0,17,0,0,0,643,0,2288.0,4,0,0,14,1,1,0,0,12,0,1488.24
0,0,0,9,0,0,0,265,0,236.0,11,0,0,20,0,0,0,0,16,0,172.79
0,1,0,80,0,0,0,25,0,930.0,15,0,0,17,0,0,0,0,24,0,292.72
7,23,0,98,0,0,0,717,48,5123.0,2,2,1,7,0,9,56,0,8,50,2301.0
1,7,0,34,0,0,0,750,4,1061.0,16,0,0,10,0,0,4,0,6,0,473.12
1,16,0,35,0,0,0,321,4,5932.0,7,1,0,10,1,0,4,0,16,2,1049.88
2,6,0,67,0,0,0,141,0,449.0,7,0,0,15,0,0,0,0,10,1,1449.53
25,20,3,95,48,1,0,437,463,29015.0,5,14,3,4,7,44,633,8,8,32,3569.64
0,0,0,9,0,0,0,276,0,217.0,13,0,0,23,0,0,0,0,18,0,144.63
6,11,0,85,0,0,0,218,24,12029.0,5,0,0,8,1,1,24,0,5,13,2352.88
10,13,0,17,0,2,0,213,76,12462.0,4,2,1,7,3,4,84,0,6,40,2157.1
35,14,9,2,50,5,0,459,408,13220.0,7,11,8,3,6,25,637,16,10,35,4127.39
0,1,0,39,0,0,0,565,0,1.0,9,0,0,15,0,0,0,0,20,0,709.26
23,14,10,96,57,4,1,463,390,15107.0,6,20,6,3,2,19,657,20,9,31,3565.32
2,8,0,34,0,0,0,760,0,1711.0,17,0,1,8,0,0,0,0,10,0,605.91
1,5,0,0,0,0,0,383,0,107.0,15,0,0,12,1,0,0,0,21,0,593.09
0,4,0,90,0,0,0,90,0,257.0,13,0,0,16,0,0,0,0,8,0,201.35
2,3,0,17,0,0,0,651,0,1505.0,5,0,0,15,0,0,0,0,14,1,1368.04
12,7,0,41,0,0,0,692,12,2226.0,2,2,2,9,3,5,16,0,12,18,1343.97
3,0,0,74,0,0,0,253,0,1385.0,16,0,0,11,0,0,0,0,5,0,407.76
8,3,0,41,0,0,0,710,8,1494.0,3,0,0,10,2,0,8,0,14,6,1173.25
3,7,0,81,0,0,0,515,0,3053.0,4,0,0,14,1,0,0,0,14,1,404.4
15,8,3,78,32,0,0,341,398,4612.0,9,6,1,4,3,5,493,0,13,70,2428.1
26,12,3,52,20,2,2,339,430,3083.0,7,21,2,4,3,40,504,8,12,46,3346.98
0,1,0,0,0,0,0,816,0,9.0,21,0,0,16,0,0,0,0,26,0,536.98
0,1,0,82,0,0,0,494,0,484.0,8,0,0,18,0,0,0,0,19,0,225.94
5,10,0,89,0,0,0,328,0,2467.0,11,1,2,9,1,0,0,0,17,3,784.09
1,0,0,74,0,0,0,252,0,4009.0,16,0,1,12,1,0,0,0,5,0,412.03
0,4,0,94,0,0,0,491,0,402.0,5,0,0,15,0,0,0,0,16,0,364.52
9,6,0,32,0,0,0,642,0,557.0,3,0,0,13,2,0,0,0,12,0,1179.7
8,2,0,41,0,0,0,712,8,1887.0,3,0,0,11,2,0,8,0,14,6,1109.48
0,3,0,82,0,0,0,502,0,118.0,8,0,0,16,0,0,0,0,19,0,177.41
0,1,0,66,0,0,0,545,0,461.0,11,0,0,20,0,0,0,0,21,0,145.47
0,2,0,40,0,0,0,127,0,144.0,10,0,0,18,0,0,0,0,11,0,229.49
6,19,0,17,0,0,0,226,12,11261.0,3,0,0,9,1,0,12,0,7,16,1909.92
0,4,0,70,0,0,0,364,0,426.0,16,0,0,11,2,0,0,0,20,1,1650.46
0,12,0,107,0,0,0,769,4,314.0,15,0,0,9,0,0,4,0,6,1,909.86
6,6,0,94,0,0,0,517,0,3447.0,4,0,0,14,1,0,0,0,14,1,455.23
1,0,0,66,0,0,0,596,0,714.0,13,0,0,20,0,0,0,0,24,0,183.65
0,0,0,50,0,0,0,615,0,489.0,11,0,0,19,0,0,0,0,22,0,116.05
4,9,0,72,0,1,0,198,0,5084.0,13,0,1,8,0,0,4,0,3,0,670.41
8,12,0,28,0,0,0,696,4,506.0,1,0,0,11,2,0,4,0,13,6,1770.31
1,3,0,73,0,0,0,44,0,19.0,14,0,0,13,1,0,0,0,21,0,558.57
18,26,3,105,20,2,6,469,361,27484.0,8,8,3,4,3,9,445,8,4,40,4660.55
9,3,0,41,0,0,0,716,8,1823.0,3,1,0,10,2,0,8,0,13,14,1256.95
26,16,0,11,28,2,2,474,433,25121.0,6,15,3,4,6,17,529,12,6,78,3186.75
0,0,0,33,0,0,0,822,0,715.0,20,0,0,14,0,0,0,0,24,0,196.23
10,13,0,28,0,0,0,690,12,4100.0,1,1,2,10,3,4,16,0,12,16,1998.98
0,0,0,9,0,0,0,276,0,217.0,13,0,0,22,0,0,0,0,18,0,142.68
0,8,0,107,0,0,0,199,4,74.0,14,0,0,8,1,0,4,0,5,1,811.19
0,0,0,66,0,0,0,590,0,54.0,13,0,0,21,0,0,0,0,24,0,190.19
0,1,0,66,0,0,0,612,0,366.0,12,0,0,21,0,0,0,0,23,0,188.9
0,1,0,51,0,0,0,270,0,996.0,9,0,0,18,0,0,0,0,14,0,368.72
1,9,0,39,0,0,0,575,0,1347.0,6,0,0,13,0,0,0,0,17,0,832.41
13,16,0,26,36,3,3,296,271,11327.0,10,4,7,2,1,8,553,16,12,67,2523.81
3,26,0,17,0,0,0,223,8,11389.0,2,0,0,9,1,1,8,0,8,11,1757.06
6,4,0,41,0,1,0,712,8,1887.0,3,1,0,10,1,0,8,0,14,9,1144.42
3,10,0,52,0,0,0,572,12,217.0,5,0,0,10,0,0,12,0,15,9,2089.49
4,13,0,78,12,0,0,294,330,991.0,11,4,3,4,2,3,370,0,13,17,2080.44
0,5,0,35,0,0,0,583,0,244.0,9,0,0,12,0,0,0,0,19,0,491.0
16,19,12,3,101,4,19,466,225,13796.0,10,22,12,2,7,12,601,20,6,53,5233.51
0,2,0,17,0,0,0,643,0,2288.0,4,0,0,14,0,1,0,0,13,0,1594.41
2,15,0,76,0,0,0,211,0,2075.0,6,0,0,13,1,0,0,0,8,1,319.26
2,4,0,32,0,0,0,645,0,762.0,5,0,0,15,0,0,0,0,14,1,892.05
1,0,0,32,0,0,0,632,0,1629.0,9,0,0,19,1,0,0,0,16,0,1009.58
0,7,0,70,0,0,0,369,0,8.0,13,0,0,10,0,0,0,0,19,2,1674.89
5,12,0,17,0,0,0,725,4,9191.0,0,0,0,10,0,1,4,0,11,8,1854.69
31,17,13,5,323,11,73,483,76,18149.0,9,22,9,1,13,13,637,94,8,63,5655.67
11,15,0,24,0,0,0,314,36,850.0,9,2,0,7,2,1,40,0,15,11,1469.75
21,22,12,4,80,4,16,467,314,23239.0,8,23,16,3,4,17,609,32,6,57,7202.22
2,3,0,82,0,0,0,502,0,118.0,7,0,0,16,0,0,0,0,18,0,206.59
3,6,0,69,0,0,0,97,0,1285.0,11,0,0,12,1,0,0,0,3,0,263.19
3,11,0,17,0,0,0,640,4,9451.0,2,0,2,12,0,0,4,0,12,0,1665.93
0,2,0,17,0,0,0,643,0,2288.0,4,0,0,14,0,1,0,0,13,0,1517.02
8,13,1,25,0,0,0,354,56,2822.0,9,3,0,6,0,4,72,0,15,14,1476.18
1,11,0,17,0,0,0,667,0,943.0,4,0,2,13,0,0,0,0,10,0,1542.67
2,7,0,81,0,0,0,530,0,137.0,5,0,0,14,0,0,0,0,16,0,373.46
9,12,2,36,0,0,0,354,79,2822.0,9,4,1,6,1,6,103,0,14,30,1277.89
18,26,1,52,16,0,0,735,143,10597.0,3,6,2,6,2,32,183,4,10,40,2906.81
2,14,0,75,0,0,0,209,0,3008.0,4,0,1,11,0,1,0,0,8,0,671.45
0,3,0,19,0,0,0,113,0,1912.0,12,0,0,12,0,0,0,0,3,0,546.34
13,14,0,84,204,3,59,307,178,2841.0,10,4,4,1,4,9,605,4,11,69,4051.15
5,10,0,81,0,0,0,714,8,1093.0,2,0,1,11,1,0,8,0,13,7,567.67
7,7,0,94,0,0,0,638,0,9811.0,3,0,2,13,1,0,0,0,12,0,428.14
6,11,0,89,0,0,0,325,8,6138.0,11,1,3,8,1,1,8,0,17,2,793.83
3,9,0,39,0,0,0,573,0,2026.0,5,0,0,13,1,0,0,0,16,0,927.12
3,17,0,17,0,0,0,722,8,7545.0,1,0,0,10,0,1,8,0,10,8,1823.4
4,16,0,75,0,0,0,236,0,663.0,8,0,0,11,1,0,0,0,5,1,595.94
26,22,3,2,32,3,1,460,416,4071.0,5,21,2,5,6,21,496,4,10,30,2816.67
7,3,0,39,0,0,0,710,4,1494.0,3,0,0,11,2,0,4,0,14,6,948.81
0,4,0,40,0,0,0,143,0,891.0,10,0,0,17,0,0,0,0,11,0,237.86
0,16,0,35,0,0,0,586,4,8665.0,8,0,1,10,0,0,4,0,16,1,1078.64
0,3,0,32,0,0,0,637,0,708.0,7,0,0,17,0,0,0,0,14,1,1102.27
6,9,0,28,0,0,0,690,8,4100.0,1,0,2,10,1,0,8,0,12,9,1785.49
1,2,0,31,0,0,0,677,0,512.0,10,0,0,20,1,0,0,0,18,0,983.7
19,11,1,28,4,1,0,691,28,2987.0,2,0,4,9,2,5,36,0,12,29,2356.31
8,27,0,28,0,0,0,717,40,5123.0,2,2,3,8,0,7,48,0,8,43,2238.06
0,0,0,9,0,0,0,681,0,71.0,10,0,0,20,0,0,0,0,16,0,149.3
0,2,0,66,0,0,0,607,0,12.0,9,0,0,17,0,0,0,0,20,0,202.71
3,10,0,94,0,0,0,640,4,9451.0,2,0,2,12,0,1,4,0,12,0,495.37
17,12,2,55,20,1,4,468,360,22796.0,10,12,3,4,6,7,456,4,5,26,3529.91
9,14,0,28,0,0,0,694,8,4108.0,0,0,0,10,1,0,12,0,11,12,2042.17
1,7,0,107,0,0,0,422,0,3141.0,16,1,0,7,0,0,0,0,9,0,812.77
19,16,2,8,28,2,0,449,488,23197.0,5,14,3,4,5,54,625,12,7,36,3410.72
0,0,0,66,0,0,0,593,0,979.0,11,0,0,19,0,0,0,0,23,0,194.74
0,5,0,33,0,0,0,401,0,71.0,17,0,0,10,0,0,0,0,20,1,227.51
1,9,0,39,0,0,0,585,0,1045.0,7,0,0,11,0,0,0,0,17,0,783.93
8,11,1,44,0,0,0,417,347,3794.0,12,2,5,4,3,4,387,0,6,17,1905.01
2,12,0,44,0,0,0,409,204,25.0,14,0,0,4,1,0,204,0,10,9,1739.51
1,14,0,51,0,0,0,655,0,1165.0,5,0,0,13,1,1,0,0,10,0,475.34
0,3,0,64,0,0,0,127,0,144.0,10,0,0,17,0,0,0,0,11,0,57.54
2,1,0,80,0,0,0,13,0,1229.0,14,0,0,15,0,0,0,0,22,0,208.61
7,4,0,41,0,1,0,570,16,851.0,4,1,0,10,1,1,16,0,14,10,1177.96
1,6,0,69,0,0,0,83,0,730.0,13,0,1,15,0,0,0,0,5,0,200.93
0,2,0,66,0,0,0,558,0,21.0,9,0,0,16,0,0,0,0,20,0,208.44
0,1,0,31,0,0,0,498,0,314.0,8,0,0,18,0,0,0,0,18,0,1234.47
0,6,0,90,0,0,0,161,0,299.0,11,0,0,15,0,0,0,0,7,0,205.83
6,18,0,15,4,0,1,186,136,2806.0,9,2,4,6,0,3,164,0,3,19,2256.62
3,15,0,64,0,0,0,207,0,9709.0,5,0,1,13,1,0,0,0,9,1,471.59
4,8,0,52,0,0,0,572,16,217.0,5,0,0,10,0,1,16,0,14,8,2264.87
0,14,0,79,0,0,0,159,0,666.0,9,0,0,14,0,0,0,0,7,0,762.9
1,10,0,81,0,0,0,578,0,1775.0,5,0,0,14,1,0,0,0,17,0,437.27
0,3,0,64,0,0,0,143,0,891.0,10,0,0,17,0,0,0,0,11,0,346.46
0,2,0,79,0,0,0,122,0,528.0,11,0,0,16,0,0,0,0,9,0,745.93
3,5,0,39,0,0,0,570,8,851.0,4,0,0,10,0,0,8,0,15,6,887.54
4,9,0,94,0,0,0,531,0,2126.0,3,0,0,13,2,0,0,0,14,1,442.86
5,7,0,89,0,0,0,327,4,606.0,11,1,0,9,0,0,4,0,17,3,859.19
8,22,0,27,0,0,0,241,64,3259.0,7,1,2,7,0,1,64,0,3,15,1700.11
0,1,0,66,0,0,0,591,0,668.0,11,0,0,19,0,0,0,0,22,0,207.05
6,16,0,35,0,0,0,336,16,1390.0,8,1,0,8,2,0,16,0,15,6,1073.23
1,13,0,76,0,0,0,135,0,197.0,7,0,0,13,1,0,0,0,9,1,269.0
18,17,1,91,24,1,5,468,376,22796.0,9,13,6,4,5,9,464,4,5,26,4924.78
0,2,0,82,0,0,0,485,0,784.0,6,0,0,16,0,0,0,0,17,0,237.05
1,2,0,71,0,0,0,10,0,995.0,13,0,1,13,1,0,0,0,21,0,797.26
0,2,0,50,0,0,0,544,0,131.0,10,0,0,20,0,0,0,0,20,0,94.6
0,3,0,94,0,0,0,491,0,402.0,5,0,0,15,0,0,0,0,16,0,372.26
