n_university_in_1km_to_2km,near_AEON_Mall_2_in_km,n_hospital_in_3km_to_5km,n_atm_in_1km,n_hotel_in_1km_to_2km,n_university_in_2km_to_3km,near_Phnom_Penh_Airport_in_km,n_borey_5km,n_cafe_5km,n_cafe_in_1km,address_line_2,n_bank_in_1km,n_university_in_3km_to_5km,n_hotel_in_1km,n_university_in_1km,n_pre_school_in_1km,nearest_atm,h_id,n_super_market_in_1km,near_Koh_Pich_in_km,n_hotel_in_2km_to_3km,n_hospital_in_2km_to_3km,near_AEON_Mall_3_in_km,n_hospital_in_1km,price_per_m2
48,4,62,10,0,29,5,32,180,5,-1,0,31,1,2,4,5,-1,0,5,7,36,8,0,3333.03
36,3,83,10,4,17,5,31,162,4,-1,0,30,0,19,3,0,-1,4,6,8,12,10,3,3300.99
25,5,41,15,1,50,6,27,183,5,-1,5,33,0,5,3,5,-1,4,4,11,52,7,5,3879.67
18,5,34,15,3,48,6,25,180,5,-1,5,40,0,6,6,10,-1,2,4,12,58,7,4,3240.89
2,8,67,5,4,11,9,27,150,6,-1,10,48,2,1,5,5,-1,4,2,12,27,5,0,3943.96
38,1,74,5,3,27,6,27,158,13,-1,0,37,2,3,11,5,-1,8,6,6,19,11,1,3843.62
14,6,48,15,0,41,6,27,177,5,-1,0,48,0,4,6,10,-1,3,4,10,55,6,2,3683.1
23,3,64,20,7,17,6,30,180,10,-1,0,33,0,25,9,0,-1,4,5,4,32,9,2,3425.99
44,3,26,11,21,27,8,20,192,4,-1,6,36,1,3,5,22,-1,1,4,47,34,10,3,3878.6
14,5,64,15,1,54,6,28,176,2,-1,0,40,0,2,2,5,-1,1,5,6,42,7,3,3389.47
39,3,81,5,3,17,5,31,160,2,-1,0,28,1,17,1,5,-1,2,6,8,12,10,2,3255.68
33,3,25,40,36,37,8,20,189,9,-1,7,35,3,4,2,17,-1,1,4,33,25,10,5,4253.52
5,1,77,0,3,47,7,25,139,4,-1,0,41,1,3,7,10,-1,3,6,6,8,12,0,4312.26
8,7,87,0,0,12,6,34,132,1,-1,0,70,0,0,1,0,-1,0,5,2,5,5,0,3284.84
6,6,23,35,7,28,8,25,178,8,-1,0,62,1,8,11,10,-1,9,3,27,51,6,7,3500.53
20,3,30,15,4,34,6,26,196,6,-1,0,22,1,17,4,10,-1,2,5,20,50,9,6,3965.64
13,6,62,10,0,18,6,25,176,4,-1,0,71,0,4,3,10,-1,3,4,7,42,6,2,3616.64
48,5,30,10,2,32,6,27,185,5,-1,5,29,0,4,3,5,-1,3,4,18,48,7,4,3776.95
12,6,86,5,1,33,5,31,163,5,-1,0,55,0,4,2,0,-1,2,5,3,13,7,0,3276.43
25,4,20,20,5,35,7,26,193,13,-1,1,23,1,25,5,10,-1,3,4,42,46,9,6,3987.8
25,4,20,15,3,36,6,26,192,11,-1,0,22,1,26,5,15,-1,4,4,26,48,8,8,3776.51
4,0,47,0,1,8,8,24,114,6,-1,10,68,0,0,1,0,-1,2,7,5,1,13,0,3220.68
10,1,75,15,3,45,7,28,136,4,-1,5,35,0,2,3,0,-1,3,7,7,6,12,0,4050.66
3,8,71,15,3,11,9,30,155,8,-1,5,53,1,2,8,0,-1,2,3,11,24,5,0,4048.01
33,3,70,0,4,32,4,36,151,2,-1,0,27,1,3,0,0,-1,2,7,5,6,9,0,3158.18
41,3,36,37,14,27,8,21,181,12,-1,10,35,3,3,5,5,-1,5,5,45,41,10,1,3744.45
29,4,45,15,4,29,6,26,192,11,-1,0,25,0,24,4,10,-1,3,5,17,39,8,4,3821.94
26,3,21,20,4,35,7,26,194,11,-1,1,22,0,17,7,10,-1,2,4,40,50,9,6,3634.07
40,3,64,10,3,24,5,29,186,8,-1,0,23,1,21,4,10,-1,2,5,6,33,9,3,3601.39
38,2,67,25,3,25,7,25,162,6,-1,5,37,2,6,13,5,-1,2,6,11,34,11,1,4257.82
48,2,43,10,5,25,7,23,174,6,-1,0,34,1,4,16,15,-1,5,5,23,52,10,1,3510.68
26,5,29,15,3,42,6,27,183,5,-1,5,41,0,4,6,5,-1,2,4,15,56,7,5,3239.61
48,2,38,30,6,25,7,23,176,9,-1,0,36,1,2,11,5,-1,7,5,34,54,10,2,3772.61
15,5,71,10,4,43,4,32,146,2,-1,5,38,0,3,1,0,-1,0,6,2,10,8,0,3220.6
1,9,61,0,2,5,9,29,111,0,-1,0,26,0,0,0,0,-1,0,4,3,5,4,0,3218.36
22,4,33,15,3,34,6,26,197,8,-1,0,21,1,29,4,10,-1,4,5,21,45,9,5,4148.87
20,5,63,15,1,54,6,30,181,4,-1,0,36,0,4,2,0,-1,4,5,6,37,7,1,3494.13
39,4,12,147,50,29,8,21,192,15,-1,58,33,8,7,3,19,-1,9,3,21,25,9,20,3830.82
9,6,34,30,5,26,7,25,172,9,-1,0,64,0,3,7,5,-1,8,3,16,56,6,7,3433.77
36,1,73,25,2,24,7,25,163,10,-1,5,39,2,7,13,0,-1,4,6,7,24,11,1,3451.86
9,7,52,30,7,11,9,28,163,10,-1,5,59,1,1,6,0,-1,7,2,12,43,5,1,3752.68
33,1,76,5,2,27,6,28,150,5,-1,0,38,2,3,8,0,-1,6,6,6,11,11,0,4278.92
50,5,19,10,3,31,6,29,182,4,-1,5,26,0,5,7,0,-1,3,4,22,49,8,6,4013.04
37,3,29,21,11,28,7,25,194,12,-1,6,31,1,18,9,15,-1,9,5,49,43,10,6,3805.72
5,1,76,0,3,41,7,24,140,2,-1,0,46,1,0,6,10,-1,3,6,4,7,12,0,3408.49
17,5,16,35,4,50,7,23,182,14,-1,0,39,0,6,4,5,-1,4,3,38,48,7,6,4394.65
8,5,81,5,2,44,5,32,165,7,-1,0,46,0,5,2,0,-1,2,6,2,12,7,0,3433.98
14,7,27,50,15,12,9,27,170,16,-1,6,58,4,2,12,5,-1,9,2,38,44,6,4,4103.01
37,3,78,15,3,18,5,29,174,11,-1,0,28,1,15,5,0,-1,3,6,8,21,10,2,3371.21
36,4,11,62,7,30,7,26,190,13,-1,40,26,1,21,4,10,-1,2,4,64,46,9,11,4067.4
3,7,73,0,0,10,6,35,119,4,-1,0,77,0,2,2,0,-1,1,6,0,7,5,0,3280.2
38,3,64,10,3,24,5,29,186,8,-1,0,24,1,22,4,10,-1,2,5,6,33,9,3,3575.81
20,3,29,20,5,31,7,26,198,12,-1,6,26,0,22,9,10,-1,3,5,25,55,9,5,4328.94
8,7,90,0,0,12,7,31,133,1,-1,0,68,0,0,0,0,-1,0,5,2,6,5,0,3343.31
47,5,8,61,13,30,7,28,185,9,-1,34,29,0,7,6,5,-1,3,4,64,43,8,15,3990.56
45,3,37,42,8,21,8,23,176,14,-1,5,41,2,4,4,0,-1,8,5,38,52,10,2,3817.78
38,5,61,10,0,37,5,31,182,3,-1,0,32,1,4,4,0,-1,1,5,8,37,8,0,3473.79
17,5,58,0,3,37,4,33,128,2,-1,0,41,1,2,1,5,-1,2,7,2,7,8,0,3363.82
22,3,43,25,5,29,6,29,191,4,-1,0,23,1,17,5,5,-1,3,5,14,45,9,5,3957.06
41,2,78,5,5,22,5,32,153,1,-1,0,28,1,9,2,5,-1,2,6,6,9,10,1,3728.94
23,3,42,20,5,24,6,28,190,4,-1,0,28,1,17,6,10,-1,3,5,13,48,9,6,3677.77
26,3,50,25,6,22,6,28,188,6,-1,0,26,0,19,7,5,-1,4,5,11,43,9,1,3885.72
12,6,71,5,0,23,6,27,175,1,-1,0,70,0,2,1,10,-1,0,4,5,34,6,4,3470.28
23,5,28,15,3,45,6,27,182,4,-1,5,40,0,4,6,5,-1,2,4,18,52,7,5,3946.06
15,3,36,29,23,43,9,19,169,5,-1,1,43,4,0,1,20,-1,5,4,40,41,11,2,4272.83
33,4,7,170,56,36,8,21,187,22,-1,65,32,10,5,6,31,-1,13,3,16,24,9,23,2463.7
32,4,43,15,4,31,6,26,192,13,-1,0,25,0,20,5,5,-1,3,5,18,36,8,4,3338.28
44,2,78,10,6,20,5,32,155,2,-1,0,29,1,10,6,0,-1,3,6,4,12,10,1,3876.09
43,2,80,5,5,21,6,33,153,2,-1,0,31,1,9,5,5,-1,3,6,5,11,10,0,3839.88
6,4,31,10,38,33,9,18,165,3,-1,1,57,6,2,1,20,-1,0,4,25,49,11,6,4155.71
45,2,79,5,5,21,6,33,153,2,-1,0,31,1,9,6,5,-1,3,6,5,11,10,0,3891.79
43,4,13,87,32,28,8,22,194,7,-1,44,30,1,8,2,7,-1,7,4,43,26,9,18,4077.98
35,4,38,15,3,33,6,26,191,14,-1,0,24,0,17,5,5,-1,3,5,20,39,8,4,3434.16
13,5,83,5,1,37,5,30,166,5,-1,0,52,0,5,2,0,-1,2,5,2,17,7,0,3676.65
12,1,75,20,3,46,7,29,137,4,-1,0,35,0,3,3,0,-1,3,7,7,8,12,0,3440.39
3,8,81,10,2,9,8,31,137,4,-1,0,38,1,0,3,0,-1,2,3,5,16,4,0,3702.56
26,3,49,25,4,25,6,28,190,4,-1,0,23,0,24,3,5,-1,4,5,13,41,9,2,3403.87
16,1,66,10,6,42,6,32,130,2,-1,0,34,0,0,0,0,-1,2,7,3,6,12,0,3257.12
30,3,73,5,4,30,5,31,144,0,-1,0,30,0,10,2,5,-1,0,7,8,7,10,0,3115.95
39,2,79,10,7,22,5,31,159,2,-1,0,29,1,13,7,0,-1,4,6,4,13,10,1,3801.01
29,3,52,30,5,20,6,28,185,5,-1,0,27,0,22,6,0,-1,3,5,10,43,9,1,3293.22
45,5,49,20,2,33,6,27,185,5,-1,0,28,0,7,4,0,-1,1,5,10,43,8,1,3692.08
27,4,17,20,2,35,6,26,191,12,-1,0,23,1,25,5,5,-1,4,4,28,51,8,8,3980.91
34,5,65,5,0,43,5,32,181,6,-1,0,31,1,2,5,5,-1,2,5,7,34,8,0,3326.19
47,2,79,5,5,16,6,31,157,2,-1,0,36,0,7,7,5,-1,3,6,5,10,11,0,3329.31
50,5,31,10,2,31,6,29,184,3,-1,5,28,0,3,5,0,-1,2,4,17,48,8,2,3936.85
33,4,10,20,6,35,7,26,192,10,-1,6,24,1,20,4,0,-1,3,4,44,49,8,11,4393.68
20,3,29,15,5,31,7,26,198,11,-1,6,26,0,20,8,15,-1,3,5,24,52,9,6,3449.14
2,9,79,0,2,7,9,25,123,1,-1,5,28,2,0,1,0,-1,0,3,3,10,4,0,4554.03
26,5,20,20,4,42,7,26,178,8,-1,0,40,0,5,5,10,-1,1,4,24,49,7,6,4331.67
8,6,81,5,1,32,5,32,154,7,-1,0,58,0,3,2,0,-1,2,6,3,10,7,0,3203.85
42,2,79,10,6,21,6,32,155,2,-1,0,29,1,11,7,0,-1,4,6,4,12,10,1,3266.77
42,3,68,15,3,21,5,29,186,11,-1,0,25,1,22,4,10,-1,2,6,6,31,9,2,3587.9
7,8,61,15,12,11,10,21,146,8,-1,15,39,2,1,3,0,-1,1,1,19,28,6,1,3206.8
41,2,74,5,6,23,6,31,145,3,-1,0,34,1,6,5,5,-1,3,7,4,8,11,0,3760.25
4,8,82,10,2,10,8,31,143,4,-1,0,44,1,0,4,0,-1,2,3,6,18,4,0,4758.22
41,2,74,5,6,23,6,31,146,3,-1,0,34,1,6,5,5,-1,3,7,4,8,11,0,3786.07
8,7,48,30,5,18,8,23,171,14,-1,0,70,1,4,10,10,-1,7,3,10,48,6,3,4813.16
49,4,69,10,3,24,5,31,183,7,-1,0,24,0,10,4,10,-1,2,6,7,29,9,3,3316.3
42,2,80,10,6,20,6,33,160,1,-1,0,32,0,12,8,0,-1,3,6,4,15,10,0,3334.39
21,5,61,20,1,51,6,30,181,4,-1,0,36,0,6,3,0,-1,3,5,7,39,7,1,3397.53
2,8,78,0,2,9,9,30,127,3,-1,0,32,1,0,2,0,-1,2,3,5,14,4,0,3530.02
26,4,17,15,3,35,7,26,192,12,-1,1,22,1,26,6,10,-1,2,4,37,48,9,9,3666.75
6,6,87,5,0,18,6,30,159,3,-1,0,77,0,3,3,5,-1,2,5,4,13,6,0,3403.78
2,8,66,10,4,12,9,27,149,8,-1,15,48,2,0,5,5,-1,5,2,11,28,5,0,3991.35
8,6,30,30,5,28,7,25,175,10,-1,0,62,0,5,6,5,-1,8,3,19,59,6,7,3444.92
11,1,75,10,3,47,7,29,136,5,-1,0,36,1,2,4,0,-1,3,7,6,8,12,0,3981.0
41,2,74,5,6,23,6,31,145,3,-1,0,34,1,6,5,5,-1,3,7,4,9,11,0,3834.28
39,2,80,10,6,20,5,31,162,4,-1,0,28,1,15,8,0,-1,3,6,5,16,10,2,3305.62
8,7,39,30,17,12,9,23,159,14,-1,11,55,2,3,10,10,-1,4,1,31,46,6,8,4012.35
53,4,66,15,0,30,5,31,187,3,-1,0,24,0,3,3,5,-1,0,5,7,36,8,1,3580.69
15,1,75,10,5,44,6,29,136,3,-1,0,35,0,2,2,0,-1,2,7,5,7,12,0,3949.17
11,6,85,5,0,17,6,29,164,3,-1,0,74,0,2,4,5,-1,2,5,5,16,6,0,3490.52
45,2,79,5,5,21,6,33,153,2,-1,0,31,1,7,6,5,-1,3,6,5,11,10,0,3912.17
8,7,89,0,0,15,6,31,144,0,-1,0,75,0,1,1,0,-1,0,5,5,8,5,0,3581.95
7,4,40,17,40,13,10,16,156,6,-1,0,64,7,1,0,15,-1,4,4,23,46,11,7,4239.31
4,7,84,5,0,13,6,33,130,6,-1,0,74,0,5,3,0,-1,2,5,1,5,6,0,3384.45
14,6,36,10,4,47,7,25,179,8,-1,0,44,0,2,4,15,-1,3,4,12,56,7,2,3772.33
20,5,24,20,3,46,7,24,179,10,-1,5,41,0,5,6,10,-1,2,4,19,57,7,4,4278.71
19,5,66,10,1,54,6,30,181,4,-1,0,35,0,4,2,0,-1,3,5,6,35,7,1,3522.22
33,5,35,15,1,43,6,26,184,4,-1,5,33,0,4,3,5,-1,4,4,14,50,7,3,3802.12
12,7,25,55,14,13,9,27,166,14,-1,5,56,2,3,10,5,-1,9,2,36,51,6,6,3994.22
27,3,50,30,7,23,6,29,185,6,-1,0,26,0,20,6,0,-1,2,5,10,44,9,2,3452.4
45,2,78,5,4,18,6,27,163,5,-1,0,35,0,8,10,5,-1,5,6,6,18,11,1,3942.07
49,2,80,5,5,16,6,28,155,5,-1,0,37,0,3,8,5,-1,4,6,5,12,11,1,3902.26
21,3,68,20,6,18,6,29,181,10,-1,0,32,1,28,9,0,-1,3,6,4,30,10,4,3751.43
50,4,25,10,2,30,6,29,182,3,-1,5,28,0,5,7,0,-1,2,4,22,46,8,3,3772.14
39,5,5,62,16,35,7,27,183,9,-1,38,31,0,8,7,15,-1,4,3,65,31,8,19,4096.5
10,7,70,15,2,12,7,25,159,3,-1,0,72,0,2,5,5,-1,2,4,6,31,5,3,3650.3
2,9,78,0,3,7,9,27,123,1,-1,0,28,1,0,1,0,-1,0,3,3,11,4,0,3363.1
48,4,18,15,4,31,6,28,185,4,-1,5,27,0,6,7,0,-1,3,4,27,42,8,7,3906.81
25,4,51,10,3,28,6,28,189,3,-1,0,23,1,27,2,15,-1,3,5,13,39,9,2,3968.79
19,5,84,5,1,56,5,32,175,3,-1,0,31,1,3,2,0,-1,2,5,4,16,7,0,3593.72
45,4,7,91,30,30,8,24,195,8,-1,40,27,1,6,3,14,-1,8,4,47,32,9,15,4756.92
39,4,37,15,3,34,6,26,190,14,-1,0,24,0,13,6,5,-1,3,5,20,38,8,4,3788.13
14,6,44,15,0,45,6,25,177,4,-1,0,45,0,5,6,10,-1,3,4,10,59,6,2,3572.26
0,9,81,0,0,4,12,13,103,0,-1,0,23,0,0,0,0,-1,0,1,17,6,9,0,4619.75
40,3,77,10,4,17,5,30,180,13,-1,0,28,0,16,6,5,-1,1,6,7,21,9,3,3166.43
41,3,33,20,7,22,7,23,185,14,-1,5,31,3,18,10,10,-1,6,5,37,49,10,6,3653.95
8,6,20,35,7,43,7,23,178,10,-1,5,46,0,6,6,10,-1,4,3,36,51,7,8,3726.85
17,1,71,10,6,44,6,31,133,1,-1,0,32,0,1,1,0,-1,3,7,3,7,11,0,3173.05
36,2,58,20,3,25,7,26,176,8,-1,10,35,3,12,9,5,-1,5,5,14,43,10,0,4176.86
7,4,36,37,38,33,9,18,161,7,-1,1,54,6,1,1,5,-1,1,4,25,49,11,7,4227.89
7,1,75,15,3,46,7,27,134,4,-1,5,37,0,2,3,0,-1,3,7,7,5,12,0,3948.62
48,3,35,42,9,18,8,22,180,15,-1,10,43,4,4,3,0,-1,6,5,44,45,10,2,3907.91
45,5,51,20,1,33,6,28,183,5,-1,0,29,1,6,4,0,-1,1,5,7,40,8,1,3544.02
10,3,47,25,11,49,8,20,165,6,-1,0,41,1,1,3,10,-1,3,5,47,51,11,1,3899.54
45,2,80,5,4,15,6,28,168,5,-1,0,34,0,12,8,5,-1,4,6,6,17,10,1,4099.35
29,1,75,0,6,33,6,28,142,2,-1,0,36,1,2,6,5,-1,3,7,4,10,11,0,4009.66
14,6,13,40,11,46,8,22,183,11,-1,11,42,3,4,7,5,-1,6,3,60,28,7,9,2561.4
13,6,72,10,0,22,6,26,174,3,-1,0,70,0,2,1,5,-1,0,5,5,33,6,4,3573.83
29,4,14,32,10,39,7,26,194,13,-1,6,21,1,23,5,5,-1,3,4,55,46,9,10,3910.89
34,3,31,15,5,25,7,26,190,13,-1,6,29,2,19,11,15,-1,4,5,36,50,10,6,3732.88
11,3,44,25,15,43,9,19,165,7,-1,0,43,1,1,3,10,-1,4,5,51,53,11,1,3982.96
9,6,76,15,0,14,6,26,169,3,-1,0,79,0,3,1,0,-1,3,4,7,28,6,3,3531.53
18,5,56,15,1,52,6,28,181,4,-1,0,38,0,4,4,5,-1,2,5,6,46,7,4,3574.48
48,4,25,20,3,30,6,29,184,3,-1,5,25,0,9,7,0,-1,2,4,21,46,8,1,3791.17
38,2,45,25,5,27,7,23,171,9,-1,5,41,2,3,7,5,-1,7,5,32,52,11,2,3671.72
47,2,81,5,5,16,6,31,156,2,-1,0,36,0,7,7,5,-1,3,6,5,8,11,0,3878.57
44,4,7,34,25,34,7,24,189,11,-1,1,27,2,4,2,57,-1,4,3,56,27,8,25,4789.72
40,3,80,10,4,19,5,30,172,10,-1,0,26,1,10,5,0,-1,3,6,7,19,10,2,3521.09
37,4,81,10,1,40,5,31,176,7,-1,0,27,0,3,3,5,-1,3,6,5,20,8,2,3161.54
8,6,28,30,5,30,7,24,175,11,-1,0,60,0,4,6,5,-1,8,3,22,58,6,7,3390.79
47,5,43,15,2,29,6,27,184,5,-1,0,32,0,6,3,0,-1,2,4,12,49,7,1,3963.39
10,6,81,10,0,23,6,28,167,3,-1,0,70,0,2,3,5,-1,2,5,6,24,6,2,3532.32
40,4,13,20,2,39,7,26,192,9,-1,5,20,1,14,6,0,-1,4,4,35,47,8,10,3786.51
38,3,80,10,5,17,5,31,168,7,-1,0,27,0,21,2,0,-1,3,6,7,15,10,5,4094.62
6,5,58,15,30,8,10,17,147,2,-1,5,68,1,0,0,10,-1,1,4,35,34,11,2,3747.42
42,1,82,0,5,25,6,28,154,6,-1,0,37,1,1,10,5,-1,5,6,5,10,11,0,3902.7
43,5,32,10,2,34,6,26,184,4,-1,5,32,0,3,3,5,-1,4,4,14,50,7,2,3933.27
18,5,69,10,1,56,5,29,179,4,-1,0,34,0,3,1,0,-1,3,5,5,34,7,1,3593.79
10,6,77,10,0,16,6,28,172,2,-1,0,77,0,2,1,5,-1,2,5,5,27,6,4,3554.8
12,5,87,5,1,50,5,29,167,3,-1,0,42,0,4,1,0,-1,1,5,3,13,7,0,3269.55
9,6,46,25,4,27,7,23,173,10,-1,0,64,0,2,6,5,-1,3,4,8,53,6,2,3946.7
44,2,74,5,3,21,6,27,160,11,-1,0,38,1,3,12,5,-1,7,6,6,19,11,1,3875.59
29,4,12,20,6,36,7,26,191,11,-1,1,23,1,25,4,5,-1,2,4,48,49,8,9,4342.14
36,2,79,20,5,15,6,29,171,9,-1,0,34,1,20,10,0,-1,4,6,6,19,10,3,4003.25
43,3,82,10,3,20,5,33,166,0,-1,0,27,2,10,1,0,-1,1,6,8,12,9,3,3249.1
14,3,43,26,13,45,8,20,167,7,-1,0,42,1,1,4,10,-1,5,5,46,50,11,1,3685.46
15,5,73,5,1,54,6,28,176,2,-1,0,38,0,2,2,5,-1,1,5,6,31,7,1,3642.62
12,6,75,5,1,50,6,28,175,2,-1,0,42,0,4,2,5,-1,1,5,5,29,7,1,3539.7
10,7,59,25,5,17,7,23,166,13,-1,0,69,0,2,7,5,-1,2,3,6,41,6,3,3296.16
8,7,65,20,6,14,8,23,162,11,-1,0,66,0,3,4,10,-1,7,3,6,36,5,0,4105.64
35,2,77,20,5,15,6,29,174,11,-1,0,35,1,20,11,0,-1,3,6,6,21,10,3,3316.87
14,6,42,15,1,42,6,25,177,4,-1,0,48,0,5,6,10,-1,3,4,9,61,6,2,3673.57
15,5,9,226,28,24,9,15,177,14,-1,75,50,38,2,6,68,-1,27,2,6,11,8,26,5717.96
37,3,23,32,13,29,7,24,194,10,-1,6,31,0,16,3,5,-1,7,4,54,39,9,6,3988.75
50,2,79,5,5,14,6,27,156,5,-1,0,37,0,4,9,5,-1,5,6,5,14,11,1,3243.38
30,3,59,20,5,18,6,28,181,8,-1,0,29,0,22,6,0,-1,3,5,5,36,9,1,3592.45
22,5,67,10,1,51,5,30,182,3,-1,0,34,0,5,2,0,-1,3,5,6,33,7,1,3372.4
22,5,22,20,3,44,7,24,177,10,-1,5,41,0,5,6,10,-1,2,4,21,53,7,5,2664.9
4,8,79,10,2,10,8,30,141,2,-1,0,39,0,0,0,0,-1,2,4,6,16,4,0,4549.08
22,5,21,20,3,46,7,26,179,9,-1,0,38,0,7,5,10,-1,3,4,29,45,7,6,4077.08
5,8,79,15,3,11,8,30,152,7,-1,0,58,1,0,7,5,-1,3,3,6,18,5,0,3785.86
29,3,52,25,4,23,6,28,190,5,-1,0,25,0,19,6,5,-1,3,5,12,44,9,2,3869.7
9,7,87,0,0,10,7,30,133,1,-1,0,66,0,0,0,0,-1,0,5,2,6,5,0,3340.35
47,2,75,5,5,17,6,29,161,2,-1,0,34,0,7,8,5,-1,4,6,5,17,10,1,3379.11
25,3,69,15,6,16,6,29,178,10,-1,0,33,1,24,6,0,-1,3,6,4,31,9,2,3588.45
19,1,82,20,2,37,7,26,154,11,-1,5,36,2,6,8,0,-1,5,6,6,13,11,0,4118.31
36,3,29,15,9,23,7,26,195,11,-1,6,32,1,16,9,15,-1,6,5,42,46,10,6,3690.33
9,7,67,15,3,13,8,23,159,9,-1,0,67,0,2,4,5,-1,5,3,8,32,5,0,4530.02
27,3,36,15,4,25,7,26,186,18,-1,5,32,2,20,9,15,-1,4,5,21,55,10,3,3415.57
24,3,68,20,6,18,6,29,180,13,-1,0,33,1,24,10,0,-1,3,6,4,30,10,4,4032.99
11,1,75,15,3,47,7,29,137,4,-1,0,35,1,2,4,0,-1,3,7,6,8,12,0,4001.82
26,5,20,20,3,45,7,26,179,8,-1,0,37,0,5,5,10,-1,1,4,28,46,7,6,4049.26
45,2,79,5,5,21,6,33,153,2,-1,0,31,1,7,6,5,-1,3,6,5,11,10,0,3848.93
12,6,68,5,0,18,6,26,176,3,-1,0,74,0,4,2,10,-1,3,4,7,36,6,4,3565.0
27,4,47,10,3,29,6,27,190,9,-1,0,23,1,27,3,15,-1,3,5,14,38,9,4,3949.07
45,5,29,10,2,32,6,26,186,4,-1,5,32,0,3,2,5,-1,4,4,18,48,7,4,3838.75
8,7,90,0,0,14,6,32,138,0,-1,0,74,0,1,1,0,-1,0,5,2,5,5,0,3358.5
45,4,9,20,8,31,7,26,189,6,-1,7,24,0,13,5,0,-1,3,4,47,49,8,11,3954.83
8,7,91,0,0,15,6,32,145,0,-1,0,75,0,1,1,0,-1,0,5,5,6,5,0,3582.55
27,3,51,25,4,25,6,28,190,4,-1,0,23,0,23,3,5,-1,3,5,13,40,9,2,3537.85
47,4,32,15,3,31,6,28,188,6,-1,5,24,0,8,6,5,-1,2,4,19,44,8,1,3843.37
42,4,36,15,3,32,6,27,190,12,-1,0,25,0,12,6,5,-1,2,4,20,39,8,3,3864.45
41,4,51,15,1,25,6,29,190,10,-1,0,26,1,18,3,10,-1,0,5,12,41,8,4,3380.3
25,5,80,10,2,48,4,34,164,2,-1,5,30,1,4,1,0,-1,0,6,5,14,8,1,3292.47
43,4,10,85,18,23,7,25,193,9,-1,38,32,0,13,3,0,-1,6,4,56,31,9,15,3886.2
12,6,84,5,1,30,5,31,163,3,-1,0,59,0,4,3,5,-1,2,5,4,19,7,1,3444.01
14,1,75,20,3,44,7,29,138,3,-1,0,37,0,3,5,0,-1,3,7,7,8,11,0,4063.64
54,5,14,25,5,31,7,28,185,5,-1,0,25,0,0,6,0,-1,2,4,36,44,8,7,4467.66
14,6,36,10,4,48,7,25,178,8,-1,0,43,0,4,5,15,-1,2,4,11,59,7,1,3666.43
47,4,51,15,1,28,6,28,189,5,-1,0,27,1,9,4,0,-1,0,5,10,39,8,1,3740.35
27,3,49,25,4,25,6,28,192,4,-1,0,23,1,20,5,5,-1,3,5,12,39,9,3,4139.81
30,3,72,5,5,18,6,29,177,13,-1,0,30,1,22,9,0,-1,3,6,6,26,10,3,3900.27
22,3,54,25,6,19,6,28,182,8,-1,0,32,1,21,11,0,-1,3,5,10,40,9,4,3594.55
48,5,33,10,2,31,6,27,184,4,-1,5,30,0,4,5,0,-1,2,4,14,50,8,1,3967.87
25,5,80,10,2,48,5,32,169,2,-1,5,32,1,4,2,0,-1,0,6,3,18,8,1,3331.82
30,4,41,15,3,34,6,26,193,14,-1,0,24,0,19,5,5,-1,3,5,19,38,8,4,3870.53
7,4,48,45,27,22,9,18,155,8,-1,0,59,5,1,1,0,-1,2,4,34,44,11,4,3618.05
2,8,78,5,2,11,9,30,129,5,-1,0,31,0,0,2,0,-1,2,3,5,15,4,0,4650.68
13,6,54,15,1,24,7,25,177,3,-1,0,66,0,4,5,10,-1,4,4,8,49,6,2,3743.98
26,3,50,25,4,25,6,28,191,4,-1,0,23,0,21,4,5,-1,4,5,13,39,9,2,3528.29
51,4,53,15,1,22,5,29,185,3,-1,0,29,1,7,4,5,-1,0,5,6,40,8,2,4079.89
11,5,11,224,15,32,9,15,172,9,-1,24,51,46,4,0,86,-1,16,3,14,24,9,20,4851.34
6,8,73,0,9,7,10,19,130,5,-1,5,26,1,0,2,0,-1,2,1,11,21,6,1,5078.13
11,7,62,25,5,13,7,24,163,13,-1,0,72,0,2,7,5,-1,4,3,6,37,6,3,5130.27
50,3,35,47,8,18,7,23,180,15,-1,5,41,4,4,7,0,-1,7,5,39,49,10,2,4565.42
18,3,34,15,5,33,6,27,191,3,-1,0,23,1,16,5,10,-1,3,5,18,53,9,6,4106.33
35,1,78,25,1,23,7,25,159,12,-1,5,40,3,7,11,0,-1,6,6,7,18,11,1,4382.35
33,2,46,15,3,22,7,24,181,9,-1,5,37,3,18,13,10,-1,5,5,20,48,10,1,4251.49
44,5,6,84,38,32,8,24,181,9,-1,29,29,0,2,2,51,-1,6,3,46,23,8,27,5352.09
38,2,69,30,3,25,7,26,162,6,-1,5,37,2,6,13,0,-1,2,6,12,32,11,1,4196.56
30,4,14,153,57,42,8,18,186,27,-1,55,31,9,3,2,15,-1,13,3,15,23,9,24,5030.77
46,2,76,5,3,18,6,27,160,10,-1,0,38,1,4,12,5,-1,7,6,6,18,11,1,4105.95
33,2,75,15,5,18,6,30,169,5,-1,5,33,0,22,6,0,-1,3,6,6,21,10,1,4256.07
9,4,27,37,41,43,9,17,175,11,-1,0,46,7,3,1,21,-1,5,4,23,43,10,8,4221.96
9,2,63,25,6,47,8,21,158,4,-1,5,43,1,2,4,5,-1,0,5,33,38,11,0,4597.24
9,7,40,30,16,11,9,25,159,8,-1,0,58,1,2,8,10,-1,4,2,30,44,6,7,5672.4
