n_atm_in_1km,n_university_in_2km_to_3km,n_gas_station_in_1km,n_borey_in_3km_to_5km,near_Phnom_Penh_Airport_in_km,near_Phsar_kandal_in_km,n_cafe_in_1km,address_line_2,n_university_in_3km_to_5km,n_mart_in_1km,n_pre_school_in_1km,nearest_atm,h_id,n_super_market_in_1km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,n_atm_5km,near_AEON_Mall_3_in_km,n_atm_in_1km_to_2km,n_hospital_in_1km,price_per_m2
10,53,0,18,4.058202817096597,4.967945122041148,2,78,33,2,1,0,450,1,35,475,540.0,7.912715668110747,25,1,3864.870485860423
41,24,10,12,6.954146258307856,3.156452951270852,15,50,35,5,9,5,458,8,357,276,808.0,10.028438681947415,131,2,2969.547500339272
45,11,6,24,8.951294615068937,2.1795855553893304,17,10,59,13,12,10,473,11,289,255,775.0,5.939349860088851,176,4,3633.168714593864
5,31,13,17,6.080777182502176,4.280727345742552,2,45,36,2,6,0,351,3,72,545,652.0,11.00093504129763,35,0,2411.708992217606
20,11,5,18,8.961726581021116,3.0587596357816738,5,10,51,3,10,0,471,4,153,447,734.0,5.9786784154137225,115,4,3897.564333377192
15,30,10,19,5.963784635440599,2.7102874061183235,3,83,25,7,7,0,444,2,288,371,818.0,8.052514083305287,146,1,3531.5259234086056
5,16,5,19,5.977957154870348,3.971254929696959,3,2,35,2,8,5,467,4,61,589,731.0,11.003007626199004,65,1,1683.9244396541146
31,36,8,11,7.974932479770724,2.099476441322488,4,77,36,8,5,17,457,1,306,205,823.0,10.210868612263564,261,2,4166.696198503139
15,26,4,17,5.925342220852558,3.133329087953888,4,83,27,4,2,10,468,2,241,509,818.0,9.268657266880984,40,2,4031.547923639305
0,16,9,13,6.970157644301739,4.911883074369926,8,45,63,0,1,5,347,1,30,267,309.0,11.944131815126074,15,0,3589.5075227558623
30,28,7,14,7.132891913901857,3.135251592177374,9,11,62,6,6,5,447,8,243,417,790.0,5.902959737706567,90,6,2014.0816901182109
10,30,2,12,7.011542081182801,5.014832998766953,6,45,55,2,2,0,346,3,50,440,515.0,11.851169392607822,15,0,3398.1783249932746
10,16,10,16,5.967281914164121,4.023004378449077,13,45,33,6,9,0,464,3,133,582,799.0,10.082775666836415,60,3,3052.806546201114
20,26,3,17,6.174555040590333,3.0586959303727084,4,86,23,7,3,10,468,4,251,460,821.0,8.758991568700226,79,2,2127.658413701948
15,50,8,13,6.066721454270305,4.12956206657142,5,87,37,4,4,5,448,3,202,513,784.0,6.9037399129673815,55,4,3462.5619767711614
10,29,9,19,5.979471660119672,3.141048666913267,6,8,28,8,7,0,443,3,318,325,814.0,8.020206175748674,167,8,2380.140418064717
10,20,6,21,4.989233698634592,4.000710655424511,7,86,28,3,7,0,464,3,99,586,749.0,9.969502003959764,60,2,2186.633181283454
5,16,4,13,7.060411566499517,5.076282935054491,2,45,67,0,2,0,347,3,25,351,400.0,12.33895637396334,20,0,3306.856505459587
20,12,6,18,10.006124317004472,3.0458499783642745,13,13,45,2,5,5,477,4,156,439,731.0,6.06507006506486,110,3,1968.5733195913083
0,11,6,17,5.991779830806336,5.177329684152677,4,78,75,0,3,0,479,1,50,362,436.0,4.978724617456749,20,0,3214.000578416563
10,51,4,14,5.987434155272814,3.1315773623414644,4,83,32,5,3,5,444,5,268,451,806.0,6.779814634849691,71,3,2788.241023498701
5,17,5,12,6.899334780465946,5.052430463650251,4,45,65,0,2,0,347,3,30,348,398.0,11.837862223695817,20,0,3397.8185749100594
0,9,2,20,6.93542621739777,5.0054601425927165,1,78,45,0,1,0,482,0,50,343,411.0,3.798284833585292,20,0,3657.690104608458
5,22,6,22,5.973490766239536,4.094689147341415,2,2,29,1,6,5,467,2,57,583,698.0,10.199466946865597,50,1,2427.693406767953
25,26,9,18,6.077053692662971,2.9178771265186594,4,84,24,7,2,5,468,4,260,442,817.0,9.172333656177493,88,4,2594.7069724867206
10,19,1,22,6.122089339840898,3.9898351824067313,1,45,31,1,8,0,467,3,82,588,743.0,10.021223274562647,55,0,2443.1986695944624
132,10,0,9,9.940094851987336,1.001329494363889,6,95,63,13,1,0,317,6,232,175,783.0,10.135494054944434,246,3,2759.996408985624
83,22,9,17,7.165503344955776,1.9325740619390277,7,35,32,5,3,7,462,4,315,130,842.0,8.91613164011354,295,16,3416.8908704964124
30,48,8,15,7.100840083475824,2.9892807086988737,11,11,43,9,3,10,447,2,284,350,789.0,6.965286267050135,121,3,2286.9061699091944
0,5,4,20,5.9740858267344885,4.913064387474065,1,78,67,0,0,0,483,0,50,283,344.0,4.74919269540741,5,0,3416.0022755092195
30,13,5,19,10.149815709205962,1.9079030352130413,15,10,53,2,11,5,473,4,269,336,748.0,5.936363402715935,110,5,4019.0224738527168
15,52,6,17,5.996164176664916,3.91181522384779,3,83,36,4,3,0,444,4,169,546,787.0,6.78233503165902,60,1,2483.924706690027
5,53,3,14,5.955122738035323,3.944054472455425,2,8,40,3,2,5,456,1,136,594,779.0,7.099880016123776,40,1,4722.3023484854975
10,12,7,22,9.125192198474618,2.9999358733807058,8,10,48,3,5,5,471,5,110,510,691.0,5.031736717423654,65,0,2443.58762594535
20,25,11,14,6.973039973223341,3.077221299776064,3,1,37,4,14,5,350,2,167,501,757.0,10.84146091223062,62,1,5610.3288039260615
5,22,9,12,6.0273993083113,3.9161100909691866,2,87,72,2,2,10,448,1,146,549,762.0,6.128237192028775,50,5,4111.428742681614
15,36,3,16,5.852957012156998,3.040616997351175,9,51,21,10,4,10,446,3,311,378,832.0,9.167891956331143,111,5,2833.912299042969
15,9,0,15,9.996847724692074,1.8180437637581648,2,77,70,0,0,10,313,1,260,279,757.0,11.026277471912216,186,2,3198.4652317031787
0,7,3,24,9.048487883291967,4.238181466435629,3,48,34,0,2,0,476,2,70,402,496.0,3.90872081627973,30,0,4868.4550079876535
5,11,4,23,9.057485215860066,4.044532414451275,5,48,26,1,0,0,475,2,60,461,557.0,3.8524323406099192,35,0,2430.955955555659
15,26,4,17,5.927173263864788,3.119027817168801,5,86,27,5,2,10,468,2,229,521,814.0,9.012558082556422,40,2,1994.8564296242275
10,29,2,12,6.920814931661541,5.143739638840937,6,45,55,2,2,0,346,3,50,429,502.0,11.898919159366187,15,0,2847.9514069351485
15,11,9,9,6.910345345770998,4.007034924177924,3,78,78,0,5,0,480,3,145,545,752.0,5.882974315814525,45,3,3216.241791886826
68,30,16,18,7.052037996135281,2.1711655244909496,13,51,26,11,4,5,446,3,383,125,813.0,7.973275754597585,244,15,3207.309668413293
40,39,9,15,7.981738133892938,1.8405180425566967,7,11,48,10,5,10,447,6,259,258,793.0,6.901136343568324,223,7,1264.5586361702387
15,16,9,16,6.066982576539611,3.921570033144052,3,78,78,0,0,0,481,2,70,571,697.0,6.085008048379923,35,3,3645.160255115232
5,15,5,18,6.033770324223219,3.955618836674662,3,45,34,0,8,5,467,3,88,567,746.0,9.85589234284243,70,1,3088.291454788436
10,29,12,20,4.955284327146623,4.118924735979421,5,83,31,4,4,5,452,0,151,584,807.0,7.913812090979018,45,0,2978.135491865989
10,17,3,18,5.098970447099287,3.940983565404061,4,45,30,3,3,0,464,4,68,597,727.0,10.024213896845772,50,3,2389.814205966509
15,50,4,14,5.9297063077294645,2.778985625776556,5,83,33,6,3,5,444,4,254,437,812.0,7.117580718857818,94,5,2949.9429088891043
15,48,8,12,6.143223399544297,3.050187637362931,5,11,40,7,6,10,448,2,283,416,794.0,7.179024052886122,71,4,1884.6425114230333
5,11,5,21,8.845901560581085,2.852907965633612,6,48,48,3,5,5,471,4,132,493,694.0,5.112674931239543,70,0,4000.6824732395376
5,27,6,16,6.129257610021063,4.054184963380963,13,2,37,4,11,5,351,8,91,579,714.0,11.049952749260155,45,1,4181.673779950609
15,41,9,12,5.838868381219582,3.891259340843823,5,8,48,3,6,10,448,3,198,487,775.0,6.013651647847271,65,2,2374.590885419444
20,17,14,17,6.042296714645383,4.013545521308597,10,45,33,6,9,0,464,4,171,564,811.0,8.852717327524642,50,2,2715.3041106333867
11,27,9,10,7.961545883185294,2.0687839981192777,4,77,36,3,5,22,457,1,325,190,831.0,9.994069678611456,282,3,2865.056592906833
15,54,3,14,6.065863663878159,3.861675323523873,2,8,40,3,2,5,456,1,138,592,777.0,6.914088643463689,35,3,3177.617119731732
5,17,2,18,5.0725574106528,4.160798424309167,2,45,28,1,1,5,465,2,40,571,677.0,10.061707046132588,50,2,4147.9725323599305
40,37,13,11,8.122460635576228,1.941947623154208,9,77,35,4,2,17,457,1,245,180,827.0,10.094393600645043,348,5,3281.011404224487
0,47,5,13,6.989276644131117,3.8541766890543583,4,1,41,1,7,10,346,3,72,548,646.0,11.965341773435082,30,0,4130.233298085571
0,12,2,17,6.062436249843909,5.138842936132707,1,78,70,0,1,0,478,0,45,391,461.0,4.878376644165378,25,0,3267.840758918365
35,28,8,18,8.072313698995274,3.1782124384837176,8,11,62,10,11,10,447,9,258,339,786.0,5.910218217083211,143,7,2159.282988405046
15,34,10,16,5.882648178446029,2.961465121185664,6,84,22,8,4,10,470,2,304,363,831.0,9.186051554171312,138,6,5322.165952486765
10,18,10,9,6.133123725344866,4.121120568763121,4,78,71,1,3,10,480,3,179,516,767.0,5.818803654917734,50,2,2605.4336687462182
10,32,7,15,5.969253581068222,2.917330467342727,5,8,29,8,3,5,444,3,279,389,832.0,6.887299906638946,132,4,3320.9972231557217
5,33,10,18,5.0987125991472215,5.13819253103797,5,86,55,1,2,0,456,2,55,489,586.0,6.9327271441002125,35,0,2044.0821034262835
20,35,14,17,6.904594535894841,3.1219495632520897,13,8,23,7,5,10,446,3,365,284,830.0,8.943046445339363,151,6,3868.510679533875
15,36,4,16,6.094294525296648,2.9583110619837543,11,50,22,9,5,15,446,4,325,338,827.0,7.902480805699157,137,8,3214.1016405520954
0,8,3,11,7.913858840290321,4.881218537448281,6,45,68,0,1,0,349,2,30,339,382.0,12.846529350037848,15,0,3309.255742418736
15,45,9,15,6.996726017074527,4.750499264468154,4,1,35,3,3,0,351,3,67,503,614.0,12.007935057364422,20,0,3789.973981119528
15,11,9,24,8.99148644863403,4.074761593593527,8,48,53,3,8,0,476,2,125,520,721.0,5.12621255522669,50,0,2827.233517600808
0,32,3,27,4.043051825556444,4.967685034198766,2,45,27,0,0,0,744,2,45,417,491.0,8.942374951259872,35,0,2864.685759001108
37,27,14,11,8.0955060036243,1.8798376635716187,12,77,35,6,5,5,458,5,376,205,812.0,10.020205774868735,192,1,3031.9881425017106
15,29,3,16,5.895204022144099,3.104351145709266,11,83,25,6,4,10,468,3,253,434,825.0,7.912785848627595,108,4,3494.614667594529
20,35,14,17,7.052102124455998,3.0824138350936097,11,50,22,7,7,10,470,2,366,289,831.0,9.003067487416722,145,6,3998.4725675121344
10,24,7,17,5.125303571116199,3.990075689892557,8,83,23,3,4,10,468,2,138,582,804.0,8.793191461934981,55,3,2558.7376874994084
25,25,16,15,7.0118000342684255,3.124215672245799,6,1,37,4,13,5,350,2,140,528,745.0,11.101278796516835,52,1,3209.0337437152552
10,25,10,11,6.9270244488602986,2.956093552027634,6,50,34,4,16,15,458,5,277,411,801.0,9.98592268437748,92,1,3005.3975873211284
15,42,4,15,6.003575770081148,3.001452996084799,5,11,41,8,6,5,448,2,257,397,807.0,6.573479974287571,126,5,3502.5796911354805
30,25,10,11,7.094231027094836,2.9824664615629324,9,50,36,2,11,5,458,7,363,318,809.0,9.76629018691292,94,2,3584.4463256044087
10,43,6,19,3.956640321144919,5.037725772402753,2,78,38,2,1,0,450,0,45,397,465.0,8.077355679559254,15,0,3289.669962250362
0,5,2,21,8.994548253844982,5.012435235908953,0,48,26,0,0,0,187,0,35,298,353.0,4.108333474550669,15,0,1799.1124886905336
15,34,5,16,5.804492207129692,2.990232981063566,8,8,21,10,4,10,446,4,311,378,831.0,9.06023127948966,111,5,3852.325478605077
15,54,9,16,5.847710637761202,3.915740477121768,4,78,36,4,2,0,456,4,145,585,791.0,7.026074970036951,40,1,2735.725618499885
147,29,21,14,8.014204058167383,1.165958499639776,15,7,33,3,3,19,461,9,177,115,833.0,8.999166113956269,372,20,3618.876660674763
30,26,6,14,7.025401905057231,2.9937847236500543,9,11,64,7,7,5,447,8,243,417,783.0,6.008780010472592,90,7,2526.833031360321
25,24,10,15,7.068776093577441,3.997773897007314,10,45,39,5,13,0,351,4,104,566,716.0,11.164330843124258,35,1,2967.690392076414
30,11,8,22,9.001664483845728,3.07914887461459,10,10,59,1,6,0,471,7,181,459,745.0,5.069577204077542,65,1,3460.422872957143
5,27,13,17,6.100613056971512,4.175156022680303,5,1,38,2,8,0,351,6,72,573,687.0,10.985510030644244,40,0,3099.624153630287
10,31,11,20,5.930152653311559,3.024065887452987,4,83,26,8,7,0,444,3,304,340,813.0,7.833234093518345,166,6,3856.641093330851
21,28,3,15,7.105861614127982,1.7855803181452683,12,77,31,7,9,15,458,9,366,227,839.0,9.971575409376925,201,6,4133.07846883414
0,41,4,11,6.9605083976304005,4.028682250559973,2,45,46,1,6,10,346,3,73,532,647.0,11.85227033561334,35,0,4157.907403970451
35,50,7,14,7.092127111722829,2.8049621419386144,14,94,39,11,4,5,443,4,288,292,811.0,6.907730992327574,190,6,3172.0003845153333
5,44,15,20,4.949918165548182,5.057521582734584,7,78,46,1,2,0,450,2,40,455,541.0,6.946918795344073,35,0,4052.924788874741
50,12,6,24,9.084494557213407,2.0978442605737246,16,10,58,11,12,5,473,9,281,258,764.0,5.955916172714509,176,4,2424.9875124305563
15,18,5,16,5.101184101788055,3.9194916941197566,11,45,28,3,5,0,464,3,132,578,772.0,10.15196355429756,50,2,3756.124823723345
62,30,12,17,6.954674619253556,2.010822913423376,13,47,26,9,4,10,446,2,395,140,843.0,8.85589964359177,218,11,3460.673817128617
0,10,3,20,6.02678305288492,4.860313219371493,4,78,77,0,2,0,479,1,50,299,354.0,5.072081324396627,10,0,3664.50798311217
10,24,7,17,5.040902353235175,3.974954788180803,8,84,24,3,4,10,468,2,138,582,796.0,9.206930730904483,55,3,3195.101223996176
20,31,13,17,6.946822391749524,2.968135901824005,12,2,26,6,9,10,470,3,316,367,821.0,8.997297600524114,122,5,3527.419550153553
0,12,2,14,7.093892531836119,4.87303429409974,1,78,68,0,0,0,478,0,30,402,471.0,4.87788871003023,35,0,3481.396759368732
61,30,11,21,6.887969529542097,2.016576165934016,9,47,29,12,6,5,445,3,391,110,826.0,7.923674229719523,258,15,2908.281340192543
42,21,16,12,7.925251236041225,2.983205074232289,14,77,41,2,4,0,458,8,408,262,803.0,10.113310693626174,98,2,3726.180153254972
10,37,10,20,5.007231949894072,3.892008679430487,3,8,32,6,4,0,444,1,151,584,791.0,7.97194639496898,50,0,3604.493287019175
0,37,8,22,3.9742330092317353,5.0498559515589,2,78,41,0,1,5,450,2,40,297,352.0,8.09781133832202,20,0,3799.4370741767225
25,29,8,17,6.032062650006056,2.844180727037889,4,84,23,7,5,5,470,3,263,417,825.0,8.78581046464773,115,5,3807.341833110822
5,22,5,21,5.043953459007752,3.918349960351745,1,2,28,2,2,5,467,2,66,549,666.0,10.23378264761532,40,1,3497.8924589198496
20,24,15,17,5.919252779596036,3.00107500977448,4,84,28,6,6,10,470,3,272,418,832.0,9.098407478369868,105,6,2644.444108612392
25,22,10,15,6.014303949420373,3.0126468508871005,6,2,26,6,7,5,470,4,274,464,813.0,8.69861228237951,47,1,1718.1373260303135
5,23,4,12,5.960435159743175,4.168226788574469,1,78,70,2,1,10,481,0,141,569,760.0,6.061531238289932,35,4,3584.1345329604974
15,45,2,15,5.995120636643985,2.8302476567828427,4,8,40,8,6,5,443,2,268,376,805.0,6.9886968554787865,136,5,2975.8444743803343
29,43,9,14,8.893887550713272,1.9647221435866795,5,77,43,0,1,20,459,5,316,210,804.0,11.079886602487862,230,2,4548.4645728012365
170,36,14,17,8.057435158221917,0.86042212307373,22,36,32,4,6,31,461,13,160,105,827.0,8.921995651359307,364,23,3506.677316028184
15,31,5,15,5.9321945381804655,3.020065522483933,13,86,25,6,5,5,468,3,278,409,817.0,7.94713402359765,113,4,3439.355904072596
10,20,5,21,5.153667883978886,3.6934555611847686,2,2,29,1,6,0,467,3,52,588,706.0,10.105693832323018,55,1,3754.526983764374
5,21,2,22,5.941876153075302,3.9190702972814617,2,2,31,1,5,5,467,3,42,598,717.0,10.01077243230118,60,0,3128.6880527255867
10,33,2,15,8.889227876050718,1.9641117146827316,3,77,57,6,1,20,459,0,244,205,802.0,11.09091738499085,316,6,3401.339970449295
5,21,2,22,5.879065556376126,3.770060279911244,2,2,31,2,6,5,467,3,47,598,716.0,9.968061137891736,55,0,3968.684395901126
87,28,12,14,7.84136814052193,2.0778067446930053,7,77,30,5,2,7,462,7,274,130,825.0,9.156436925326132,332,18,4020.891723052802
15,33,4,15,5.934106029318568,3.023614180173041,14,85,24,6,5,5,446,3,284,401,819.0,7.914504062665776,120,4,2532.78251683088
5,37,11,17,5.010577284544196,5.086232002093331,5,83,52,1,2,0,456,2,55,527,633.0,6.825338531518512,40,0,3425.628704216174
20,46,9,17,7.003086420862133,3.876243227255282,4,45,35,3,3,0,351,3,67,530,640.0,11.987058579617656,20,0,2378.0526384283417
10,9,7,26,8.07573999166022,3.971646928161775,4,48,38,0,3,0,476,2,70,462,569.0,3.967736016750664,25,0,2572.4871518734726
25,25,9,17,6.053407698866471,3.0429515974972072,4,86,23,5,3,5,468,4,258,450,806.0,9.011630221345335,82,2,2095.915490135168
10,42,1,20,5.956381173132687,4.993249435986315,2,45,34,0,0,0,359,2,35,383,443.0,12.1362242937328,25,0,3527.4102059539905
5,30,6,19,4.969789004132011,5.096399447456557,0,45,30,0,2,5,465,0,70,375,466.0,10.058122642462315,15,0,2751.7551503255754
10,22,5,20,4.974711834811781,4.090504758684369,2,2,29,2,7,0,467,4,65,590,718.0,9.98796317989395,50,1,4207.711976409786
30,20,11,15,5.927960543218519,4.088910622033428,5,86,27,4,6,0,468,3,197,543,801.0,9.191730716260434,35,1,2214.1553182657585
20,33,8,15,5.956029644302055,3.121110458256131,5,83,28,9,4,0,444,1,240,500,811.0,7.806875405985352,50,1,2172.807034423224
20,35,6,16,5.874135919216161,2.9914296690227427,12,8,23,10,5,5,446,4,325,338,828.0,8.0290465753078,142,8,2533.161437165008
5,43,5,20,5.049648440032817,3.8437854404980607,6,86,31,4,5,5,452,2,124,591,767.0,8.006172756684682,50,0,1862.2067686142384
5,16,7,20,6.179881278085646,4.021299486470821,2,45,36,2,7,5,467,3,52,593,707.0,10.829975406381994,50,0,3375.769312703662
10,31,9,18,6.047181720448755,3.0705236697860263,3,83,28,6,5,0,444,2,276,396,809.0,8.104718699313276,138,2,3271.498986347536
20,35,12,17,6.919237395835546,3.0019419786254646,10,8,24,9,4,0,446,3,373,214,830.0,8.001535367211732,223,11,2157.6707959775827
15,31,14,17,6.832761434809008,3.1026463094527386,11,50,26,7,8,15,470,3,303,380,831.0,9.239014481305398,122,6,2364.6261930568407
0,7,3,18,8.940018935659435,4.118492770548554,1,81,28,1,1,0,475,0,65,405,493.0,3.918420758249003,25,0,2969.248239039659
20,42,7,17,6.966694705348886,3.2942264684487608,8,94,40,9,5,10,443,1,280,328,808.0,7.0704516320351365,172,6,5178.704958182319
5,32,7,18,5.127008020278927,5.036843470680799,7,78,58,0,2,0,454,2,50,436,509.0,6.9543095660258585,25,0,2742.1805024511127
10,21,5,21,6.095229847406674,3.980018524632832,2,45,29,1,7,0,467,4,58,587,711.0,10.07275047425224,55,1,2103.197196154737
15,21,7,18,4.852218482274173,4.113735293791601,11,83,25,5,4,10,468,2,143,582,783.0,8.89059207827772,40,2,4684.463815719567
15,11,1,18,9.960672142624736,3.0265451971837534,8,13,39,2,3,0,477,1,152,448,735.0,5.966941007236648,110,1,2242.441630325559
5,23,10,20,5.987422995833633,5.15186013195176,3,2,34,1,5,5,467,3,51,527,638.0,10.88547470511803,45,0,2090.533546073271
10,10,5,26,8.111498992504309,3.979613892308746,4,91,44,0,4,0,476,2,75,506,618.0,4.049170561689651,30,0,3558.0573619567504
5,23,10,20,6.021070745347557,4.900999034942479,3,2,34,1,5,5,467,3,51,527,634.0,10.969519237940682,45,0,3443.117164772655
30,18,8,14,8.137575532012814,3.062924323526928,14,92,70,5,10,10,472,7,205,435,756.0,5.949298782398389,70,3,4678.857469324547
10,24,6,19,5.047301079622299,3.976959539000596,7,86,24,3,4,10,469,2,125,595,773.0,9.208998959617274,30,3,1806.201889222268
10,20,2,22,6.075701481321043,3.9708555998929342,1,45,32,1,8,0,467,3,56,589,725.0,9.79666147946322,65,0,2795.5244749291605
20,51,8,17,6.150737145218304,3.996759497955528,4,78,36,4,3,0,456,3,150,580,789.0,6.976212770781684,40,1,2575.722548018939
0,9,3,23,9.063406846086506,3.880631662874088,3,48,32,0,2,0,476,2,70,410,524.0,3.8767506852077993,30,0,2326.3466641321284
15,35,10,16,6.916048630944601,2.9792657694478475,12,85,22,7,6,10,446,2,342,304,818.0,8.989036276031108,159,9,2629.902070887213
5,18,0,15,5.9288137141962345,3.969135358161177,3,78,77,1,3,5,481,2,70,516,623.0,6.160775609778884,30,0,3210.998838872803
10,12,7,22,8.78376876631125,3.0348928205751293,8,48,48,3,5,5,471,5,110,510,700.0,5.2173624933914695,65,0,3253.728580629919
30,28,7,15,6.858832231971818,2.8306232864968504,10,11,62,10,6,5,447,8,248,387,784.0,5.906743721451878,115,7,1646.966927403916
10,47,10,17,7.01665201175981,4.000309256279644,5,2,36,3,4,0,351,3,67,553,649.0,12.101244781189555,30,0,5784.392901743873
5,23,10,20,6.048389208029527,5.08596330024117,3,2,34,1,5,5,467,3,51,527,624.0,10.829656968428202,45,0,1533.862224114455
10,20,5,20,5.035985776418723,3.989897832504967,4,45,28,2,8,0,464,3,103,582,750.0,10.095297357343712,55,2,2586.038032882661
30,12,6,20,8.982709967196364,1.8346517396735968,14,10,55,4,10,10,473,4,269,326,751.0,6.031170975624495,120,8,3846.869684617509
15,30,12,18,4.971171225966787,3.999948830668467,3,83,24,2,3,5,452,0,136,589,786.0,7.97483553897247,35,1,2434.402959407724
10,44,9,17,5.927417511433906,4.984772861727081,3,2,35,2,2,0,351,2,62,507,604.0,12.033530931433353,30,0,5831.451818022308
5,17,0,15,6.0642742067706,4.070266998895546,3,78,74,2,4,5,481,2,85,538,664.0,6.028180472391569,30,0,3926.116998487677
5,21,2,22,6.022638984297983,4.081903496756079,2,2,31,2,6,5,467,3,47,598,717.0,10.060763894382054,55,0,3660.779691020453
0,15,0,15,5.919992331536154,4.942818301983008,0,78,75,0,1,0,478,0,45,451,534.0,4.945196293819119,45,0,2870.465913409173
17,13,6,13,9.88050853178897,1.1466017007249605,6,77,64,4,0,15,313,4,209,210,776.0,10.834054499627868,314,7,4845.405574617328
5,13,12,17,5.878508675370022,4.878463004984298,6,78,74,0,3,0,479,2,65,387,460.0,5.955452613865282,10,0,3189.247152858015
10,47,10,12,6.98175863939129,2.9562182968468798,8,8,44,6,4,15,448,3,255,430,772.0,7.023211395115901,75,2,4028.282999394317
20,46,5,13,7.01050072643909,3.1397931651327244,10,94,41,7,6,10,443,2,273,371,793.0,6.874930396254623,126,4,4518.901482616923
10,54,10,16,6.020442908546997,3.905648795890011,4,78,35,4,2,0,456,3,138,592,780.0,7.119711316969751,45,1,2380.4217271022744
